mean haloes in stacking plot,Std,Mean haloes in filament,Std,Mean separation,Std,Mean filament mass,Std,Number of pair plots
682.5907,342.7224,225.7743,113.4380,14.1350,4.3301,26679762795836.6602,11155293437290.2988,80092.0000
