mean haloes in stacking plot,Std,Mean haloes in filament,Std,Mean separation,Std,Mean filament mass,Std,Number of pair plots
321.5998,181.7884,133.7356,84.6401,14.1179,4.3322,8938687960431.9746,10108634814352.6328,80092.0000
