x_0,x_1
38.9692,49.1602
65.717,66.2131
65.717,64.3852
83.2991,84.4457
83.2991,93.2148
83.2991,87.2094
64.3852,49.0287
87.2094,93.2148
84.1804,70.9985
30.3003,25.2707
30.3003,21.2412
30.3003,28.9323
70.9985,57.3909
70.9985,55.2444
25.2707,21.2412
25.2707,31.8361
41.7885,49.0287
41.2882,44.0333
41.2882,34.9113
41.2882,36.2814
40.6365,33.8099
40.6365,32.0696
40.6365,58.8107
40.6365,52.3406
32.9278,42.543
32.9278,40.8158
12.2958,12.3338
12.2958,4.67995
10.0326,9.35709
10.0326,4.67995
10.0326,12.3338
10.0326,9.93585
9.35709,4.67995
9.35709,9.93585
9.35709,12.3338
42.543,40.8158
42.543,49.1602
42.543,36.2814
42.543,31.1238
7.14484,6.72896
