y_0,y_1
73.8224,76.0467
73.8224,83.9621
97.6534,83.6229
97.6534,82.4401
71.8481,62.4137
71.8481,57.9087
50.9397,45.5349
50.9397,57.9087
50.9397,62.4137
50.9397,43.1935
45.5349,57.9087
45.5349,43.1935
45.5349,62.4137
83.6229,82.4401
83.6229,84.2643
83.6229,73.2601
83.6229,95.7497
9.9938,5.55251
9.9938,2.69894
9.9938,5.22024
57.4341,54.5829
57.4341,43.8219
57.4341,59.3968
57.4341,73.2601
43.1935,57.9087
59.3968,54.5829
59.3968,73.2601
6.6199,16.2372
6.6199,1.70073
65.894,76.0467
65.894,84.4974
5.22024,1.70073
5.22024,2.69894
5.22024,5.55251
43.8219,54.5829
36.8143,31.4896
2.69894,5.55251
81.6559,82.4401
73.2601,82.4401
73.2601,84.2643
73.2601,54.5829
87.7768,84.4974
87.7768,83.9621
87.7768,76.0467
82.4401,84.2643
82.4401,95.7497
76.0467,84.4974
76.0467,83.9621
84.4974,83.9621
6.85237,16.4011
61.6124,60.8762
16.2372,16.4011
57.9087,62.4137
