m_1
14307000000000.0
13693000000000.0
19331000000000.0
129970000000000.0
12831000000000.0
11780000000000.0
11163000000000.0
18462000000000.0
14163000000000.0
38269000000000.0
26116000000000.0
11146000000000.0
12963000000000.0
20001000000000.0
71525000000000.0
16051000000000.0
15053000000000.0
35413000000000.0
11986000000000.0
15589000000000.0
10162000000000.0
12608000000000.0
12654000000000.0
25839000000000.0
46621000000000.0
19668000000000.0
14846000000000.0
12876000000000.0
10542000000000.0
11006000000000.0
12349000000000.0
13516000000000.0
12191000000000.0
20031000000000.0
30423000000000.0
18574000000000.0
10374000000000.0
20031000000000.0
12654000000000.0
15589000000000.0
35413000000000.0
27066000000000.0
10374000000000.0
24109000000000.0
18781000000000.0
14846000000000.0
12191000000000.0
13516000000000.0
21168000000000.0
11986000000000.0
10706000000000.0
12349000000000.0
13969000000000.0
14797000000000.0
11006000000000.0
25839000000000.0
14322000000000.0
10669000000000.0
39649000000000.0
44187000000000.0
11026000000000.0
12314000000000.0
10369000000000.0
29179000000000.0
29721000000000.0
21210000000000.0
15509000000000.0
31197000000000.0
18596000000000.0
20090000000000.0
13233000000000.0
27414000000000.0
15866000000000.0
12912000000000.0
10627000000000.0
24913000000000.0
18950000000000.0
60934000000000.0
14806000000000.0
49895000000000.0
17883000000000.0
17577000000000.0
97347000000000.0
13728000000000.0
14864000000000.0
15455000000000.0
14146000000000.0
10508000000000.0
13278000000000.0
10809000000000.0
37689000000000.0
14797000000000.0
10706000000000.0
117880000000000.0
18011000000000.0
21168000000000.0
17664000000000.0
26751000000000.0
14155000000000.0
143180000000000.0
24109000000000.0
18781000000000.0
27066000000000.0
17101000000000.0
10374000000000.0
20031000000000.0
21990000000000.0
17433000000000.0
40657000000000.0
14658000000000.0
14670000000000.0
10959000000000.0
17827000000000.0
11026000000000.0
15509000000000.0
24040000000000.0
16724000000000.0
65187000000000.0
44187000000000.0
15626000000000.0
29721000000000.0
25369000000000.0
12314000000000.0
34113000000000.0
10669000000000.0
14322000000000.0
43004000000000.0
18596000000000.0
24138000000000.0
39649000000000.0
16605000000000.0
21168000000000.0
27066000000000.0
24109000000000.0
20031000000000.0
37689000000000.0
40657000000000.0
14797000000000.0
14658000000000.0
37312000000000.0
10706000000000.0
30423000000000.0
10451000000000.0
40526000000000.0
16901000000000.0
36067000000000.0
54770000000000.0
15199000000000.0
10935000000000.0
23403000000000.0
51530000000000.0
42757000000000.0
12667000000000.0
11780000000000.0
45411000000000.0
12773000000000.0
73440000000000.0
10437000000000.0
11673000000000.0
102830000000000.0
26257000000000.0
73440000000000.0
102830000000000.0
23403000000000.0
10935000000000.0
107900000000000.0
54645000000000.0
11775000000000.0
12575000000000.0
79225000000000.0
13633000000000.0
64106000000000.0
11574000000000.0
23533000000000.0
10627000000000.0
18950000000000.0
10496000000000.0
10941000000000.0
12400000000000.0
15446000000000.0
23042000000000.0
30423000000000.0
24184000000000.0
33155000000000.0
29179000000000.0
11235000000000.0
25839000000000.0
11574000000000.0
13633000000000.0
23533000000000.0
10941000000000.0
26301000000000.0
54645000000000.0
64106000000000.0
14038000000000.0
12575000000000.0
79225000000000.0
10896000000000.0
11185000000000.0
19040000000000.0
13278000000000.0
10877000000000.0
43749000000000.0
14864000000000.0
17577000000000.0
13728000000000.0
97347000000000.0
10809000000000.0
46621000000000.0
19668000000000.0
12608000000000.0
27636000000000.0
17863000000000.0
13615000000000.0
11604000000000.0
32250000000000.0
11986000000000.0
61564000000000.0
18574000000000.0
25839000000000.0
35413000000000.0
17764000000000.0
12876000000000.0
15589000000000.0
33559000000000.0
24062000000000.0
11720000000000.0
25392000000000.0
12227000000000.0
14852000000000.0
73440000000000.0
102830000000000.0
107900000000000.0
23403000000000.0
10935000000000.0
12400000000000.0
13233000000000.0
11775000000000.0
27414000000000.0
18950000000000.0
20090000000000.0
15866000000000.0
12912000000000.0
12314000000000.0
14322000000000.0
29179000000000.0
39649000000000.0
18596000000000.0
30876000000000.0
22559000000000.0
44187000000000.0
90823000000000.0
11235000000000.0
15561000000000.0
11026000000000.0
31197000000000.0
33155000000000.0
22060000000000.0
21210000000000.0
24040000000000.0
49757000000000.0
11744000000000.0
65187000000000.0
24184000000000.0
14797000000000.0
37312000000000.0
143180000000000.0
26751000000000.0
37689000000000.0
17664000000000.0
20031000000000.0
24109000000000.0
27066000000000.0
21990000000000.0
117880000000000.0
21168000000000.0
14155000000000.0
14670000000000.0
18781000000000.0
17101000000000.0
18011000000000.0
11486000000000.0
15754000000000.0
18083000000000.0
14313000000000.0
11110000000000.0
14682000000000.0
47270000000000.0
36785000000000.0
36094000000000.0
12219000000000.0
19387000000000.0
13969000000000.0
13219000000000.0
14146000000000.0
14864000000000.0
13728000000000.0
97347000000000.0
17577000000000.0
15455000000000.0
13278000000000.0
20668000000000.0
13278000000000.0
43749000000000.0
14038000000000.0
19040000000000.0
26301000000000.0
15446000000000.0
11574000000000.0
37497000000000.0
12734000000000.0
23403000000000.0
40526000000000.0
36067000000000.0
16901000000000.0
102830000000000.0
54770000000000.0
73440000000000.0
12773000000000.0
12817000000000.0
45411000000000.0
15199000000000.0
11780000000000.0
18462000000000.0
11471000000000.0
22276000000000.0
19370000000000.0
26301000000000.0
11574000000000.0
13633000000000.0
64106000000000.0
54645000000000.0
15446000000000.0
11185000000000.0
60960000000000.0
14038000000000.0
12575000000000.0
79225000000000.0
19040000000000.0
17101000000000.0
14155000000000.0
17664000000000.0
117880000000000.0
26751000000000.0
21990000000000.0
13219000000000.0
18011000000000.0
36785000000000.0
143180000000000.0
14670000000000.0
37312000000000.0
12219000000000.0
14846000000000.0
15589000000000.0
12654000000000.0
13516000000000.0
35413000000000.0
11986000000000.0
18574000000000.0
20993000000000.0
25523000000000.0
46621000000000.0
27636000000000.0
19668000000000.0
12608000000000.0
44187000000000.0
15509000000000.0
24040000000000.0
16724000000000.0
65187000000000.0
15626000000000.0
29721000000000.0
12314000000000.0
14322000000000.0
25369000000000.0
39649000000000.0
18596000000000.0
31197000000000.0
34113000000000.0
43004000000000.0
49757000000000.0
90823000000000.0
12328000000000.0
19141000000000.0
16442000000000.0
12347000000000.0
13969000000000.0
12191000000000.0
107900000000000.0
47270000000000.0
16477000000000.0
12912000000000.0
12400000000000.0
11110000000000.0
15866000000000.0
14313000000000.0
18083000000000.0
14682000000000.0
18950000000000.0
14313000000000.0
14682000000000.0
47270000000000.0
13969000000000.0
36094000000000.0
19387000000000.0
12191000000000.0
12219000000000.0
18950000000000.0
12912000000000.0
15625000000000.0
15866000000000.0
17988000000000.0
15259000000000.0
36146000000000.0
11184000000000.0
12347000000000.0
19331000000000.0
14307000000000.0
26116000000000.0
12831000000000.0
12831000000000.0
11780000000000.0
129970000000000.0
12347000000000.0
12221000000000.0
12831000000000.0
19141000000000.0
12328000000000.0
19331000000000.0
64106000000000.0
15625000000000.0
54645000000000.0
23533000000000.0
13633000000000.0
43749000000000.0
12575000000000.0
79225000000000.0
11574000000000.0
19387000000000.0
26301000000000.0
19040000000000.0
36094000000000.0
14038000000000.0
33155000000000.0
29179000000000.0
15561000000000.0
24184000000000.0
18596000000000.0
12314000000000.0
22559000000000.0
30876000000000.0
11744000000000.0
30423000000000.0
90823000000000.0
12667000000000.0
54770000000000.0
36067000000000.0
16901000000000.0
45411000000000.0
22456000000000.0
18226000000000.0
42757000000000.0
40526000000000.0
12963000000000.0
22276000000000.0
33792000000000.0
31850000000000.0
22276000000000.0
12963000000000.0
19370000000000.0
22456000000000.0
143180000000000.0
26751000000000.0
13219000000000.0
36785000000000.0
17827000000000.0
17664000000000.0
14155000000000.0
12143000000000.0
43004000000000.0
34113000000000.0
35069000000000.0
24138000000000.0
79633000000000.0
25369000000000.0
12885000000000.0
29721000000000.0
15446000000000.0
13633000000000.0
23533000000000.0
54645000000000.0
26301000000000.0
64106000000000.0
12575000000000.0
79225000000000.0
14038000000000.0
60960000000000.0
19040000000000.0
61564000000000.0
13615000000000.0
17863000000000.0
27636000000000.0
17764000000000.0
11763000000000.0
19668000000000.0
46621000000000.0
12608000000000.0
19375000000000.0
20386000000000.0
18574000000000.0
31674000000000.0
26257000000000.0
51530000000000.0
19370000000000.0
15199000000000.0
21866000000000.0
16051000000000.0
71525000000000.0
22276000000000.0
24913000000000.0
14806000000000.0
60934000000000.0
38269000000000.0
49895000000000.0
12989000000000.0
24062000000000.0
26116000000000.0
33559000000000.0
11766000000000.0
18462000000000.0
22559000000000.0
22060000000000.0
30876000000000.0
15561000000000.0
90823000000000.0
39649000000000.0
21210000000000.0
49757000000000.0
31197000000000.0
14322000000000.0
29179000000000.0
61564000000000.0
32250000000000.0
13615000000000.0
31674000000000.0
17764000000000.0
20386000000000.0
17863000000000.0
19375000000000.0
17017000000000.0
27636000000000.0
13726000000000.0
16442000000000.0
26116000000000.0
23042000000000.0
18462000000000.0
129970000000000.0
13693000000000.0
26116000000000.0
38269000000000.0
15199000000000.0
51530000000000.0
23403000000000.0
60934000000000.0
18279000000000.0
18226000000000.0
22456000000000.0
25753000000000.0
25610000000000.0
12885000000000.0
37000000000000.0
79633000000000.0
35069000000000.0
19617000000000.0
16442000000000.0
12328000000000.0
19141000000000.0
12347000000000.0
35413000000000.0
46621000000000.0
12608000000000.0
15589000000000.0
19668000000000.0
12654000000000.0
25839000000000.0
27636000000000.0
12349000000000.0
14846000000000.0
18574000000000.0
13615000000000.0
13516000000000.0
12876000000000.0
12191000000000.0
35069000000000.0
34113000000000.0
79633000000000.0
43004000000000.0
12885000000000.0
25369000000000.0
29721000000000.0
24138000000000.0
15509000000000.0
13969000000000.0
47270000000000.0
14313000000000.0
18083000000000.0
35413000000000.0
15589000000000.0
20031000000000.0
12654000000000.0
16477000000000.0
14682000000000.0
14670000000000.0
36785000000000.0
21990000000000.0
13219000000000.0
17101000000000.0
14313000000000.0
17664000000000.0
18083000000000.0
47270000000000.0
17827000000000.0
14155000000000.0
26751000000000.0
143180000000000.0
117880000000000.0
18011000000000.0
13969000000000.0
12347000000000.0
36146000000000.0
15259000000000.0
17988000000000.0
12831000000000.0
25392000000000.0
14852000000000.0
33559000000000.0
24062000000000.0
18596000000000.0
29179000000000.0
24040000000000.0
44187000000000.0
14322000000000.0
33155000000000.0
30876000000000.0
39649000000000.0
65187000000000.0
22559000000000.0
15561000000000.0
90823000000000.0
15626000000000.0
24184000000000.0
15509000000000.0
16724000000000.0
16605000000000.0
31197000000000.0
16442000000000.0
12347000000000.0
36146000000000.0
15259000000000.0
17988000000000.0
36146000000000.0
15259000000000.0
17988000000000.0
19141000000000.0
16442000000000.0
12831000000000.0
14846000000000.0
12654000000000.0
13516000000000.0
15589000000000.0
35413000000000.0
18574000000000.0
20993000000000.0
25523000000000.0
18950000000000.0
12912000000000.0
15866000000000.0
107900000000000.0
79225000000000.0
12575000000000.0
54645000000000.0
13633000000000.0
64106000000000.0
18950000000000.0
15625000000000.0
23533000000000.0
60960000000000.0
15446000000000.0
14682000000000.0
19387000000000.0
36094000000000.0
26301000000000.0
25839000000000.0
12876000000000.0
35413000000000.0
17863000000000.0
18574000000000.0
27636000000000.0
15589000000000.0
13615000000000.0
32250000000000.0
12654000000000.0
30423000000000.0
61564000000000.0
14846000000000.0
14846000000000.0
13516000000000.0
35413000000000.0
18574000000000.0
46621000000000.0
19668000000000.0
20031000000000.0
42757000000000.0
54770000000000.0
16901000000000.0
36067000000000.0
22276000000000.0
19370000000000.0
40526000000000.0
12963000000000.0
21866000000000.0
45411000000000.0
18226000000000.0
37497000000000.0
21097000000000.0
12817000000000.0
45411000000000.0
54770000000000.0
36067000000000.0
40526000000000.0
16901000000000.0
23403000000000.0
45411000000000.0
36067000000000.0
40526000000000.0
54770000000000.0
16901000000000.0
23403000000000.0
102830000000000.0
19331000000000.0
17988000000000.0
15259000000000.0
36146000000000.0
14307000000000.0
25839000000000.0
30423000000000.0
19668000000000.0
46621000000000.0
24184000000000.0
17863000000000.0
35413000000000.0
35069000000000.0
29721000000000.0
25369000000000.0
34113000000000.0
19617000000000.0
43004000000000.0
181160000000000.0
14164000000000.0
25610000000000.0
27414000000000.0
18950000000000.0
13233000000000.0
20090000000000.0
14682000000000.0
14806000000000.0
18083000000000.0
107900000000000.0
22276000000000.0
18226000000000.0
19370000000000.0
22456000000000.0
