5.116053694241804810e+11
3.801570871509271240e+11
2.747234496385154114e+11
2.446562864119727478e+11
2.011544807989143677e+11
1.715716385941826477e+11
1.481945701107569580e+11
1.332100473102393188e+11
1.195281619861643066e+11
