mean haloes in stacking plot,Std,Mean haloes in filament,Std,Mean separation,Std,Mean filament mass,Std,Mean cluster 1 virial radius, StdMean cluster 2 virial radius, StdNumber of pair plots
681.4227,342.5016,225.4145,113.4911,14.1179,4.3322,838013051228712.2500,150292869780466.4062,0.5929,0.1582,nan,nan,40046.0000
