mean haloes in stacking plot,Std,Mean haloes in filament,Std,Mean separation,Std,Mean filament mass,Std,Number of pair plots
321.6196,181.7993,133.7502,84.6168,14.1179,4.3322,8947247947074.1562,10124778554773.6895,80092.0000
