Hp1_x,y,z
44.0333,43.8219,73.933
48.0576,44.5695,70.551
55.2444,61.6124,59.5111
52.4544,62.7791,57.0389
27.0952,74.4829,73.6777
57.3909,60.7665,61.2651
26.9839,74.762,69.2776
55.2444,61.6124,59.5111
57.3909,60.7665,61.2651
50.1976,63.1439,67.6563
49.7239,56.9507,69.7162
45.4065,60.8762,44.7665
57.224,87.7768,19.873
64.1128,96.9765,37.5275
52.8361,84.3939,23.7732
52.3406,83.9621,24.5986
57.427,90.1092,17.9363
60.4266,84.4974,16.9943
55.5221,94.1233,15.3654
59.7329,90.6586,13.2128
53.7008,93.7341,44.5873
45.6681,84.0255,35.1933
53.6355,97.1021,14.2167
59.5245,90.7003,11.2651
55.6101,73.5229,38.7284
52.8386,98.104,13.8148
74.2789,85.9336,43.8428
33.5889,29.2726,35.0564
27.9689,22.1856,39.7902
23.8242,19.3131,40.4818
20.679,17.1843,47.0179
19.8681,16.8354,40.4011
41.401,33.3815,30.112
55.5221,94.1233,15.3654
57.427,90.1092,17.9363
59.7329,90.6586,13.2128
59.5245,90.7003,11.2651
56.8938,93.2108,6.3017
57.224,87.7768,19.873
60.4266,84.4974,16.9943
46.1242,88.2099,4.16593
52.8361,84.3939,23.7732
52.3406,83.9621,24.5986
40.89,93.4999,2.25816
58.6729,78.0311,13.224
46.0979,83.08,2.1643
73.0689,62.0896,7.37454
78.5024,70.1284,18.9121
64.2412,65.894,12.6784
82.7075,54.0094,1.67584
85.4784,54.9463,3.38707
83.2318,53.9657,1.99428
84.0984,53.2394,2.59884
74.9885,49.6861,2.68327
49.0287,36.8143,24.0582
48.9799,35.026,22.6693
47.704,36.4174,24.5847
60.0459,41.4022,18.4095
58.795,28.5126,23.3282
63.4,37.7655,19.0643
64.1351,33.83,20.7833
64.3852,33.2941,21.0827
46.9998,45.4404,23.8484
66.2131,31.4896,20.3041
48.0123,35.1735,10.5103
41.401,33.3815,30.112
41.7885,46.7347,22.004
67.2702,28.1271,29.8446
40.0238,28.3702,29.1715
39.073,46.7856,17.0705
84.1804,62.2043,60.493
82.4213,62.6497,59.6069
74.289,67.8243,69.4076
97.961,66.6492,61.1756
96.456,69.2287,61.6855
99.3229,64.584,61.0793
55.2444,61.6124,59.5111
57.3909,60.7665,61.2651
45.4065,60.8762,44.7665
50.1976,63.1439,67.6563
49.7239,56.9507,69.7162
55.6101,73.5229,38.7284
43.0388,87.0655,46.7247
64.1128,96.9765,37.5275
40.6254,86.1387,45.4733
45.6681,84.0255,35.1933
40.458,86.3011,52.5858
41.5349,81.1417,42.3589
41.4326,79.7831,41.7297
21.828,11.159,52.2435
10.1033,11.1281,57.799
20.679,17.1843,47.0179
7.14484,9.9938,55.9121
26.0686,12.4429,48.7537
8.57597,6.30775,47.2658
8.09162,8.69469,45.2444
16.7008,5.22024,61.8548
6.72896,5.55251,49.4672
19.8681,16.8354,40.4011
12.0842,12.2565,39.8357
20.363,4.70601,63.3937
4.01343,3.50947,55.9588
23.8242,19.3131,40.4818
0.13593,8.93139,51.1072
0.62721,7.72394,56.294
27.2796,3.26725,59.6586
2.97935,2.69894,55.2245
2.27721,12.5984,42.4416
28.9323,1.70073,62.1242
27.9689,22.1856,39.7902
15.3685,48.275,13.7155
10.0326,50.9397,15.7446
12.3338,62.4137,13.0596
8.42084,62.5415,15.8126
9.35709,45.5349,19.6287
6.58951,60.5757,21.3897
22.3781,47.7202,27.6651
18.5595,46.7667,27.7492
19.6295,46.8728,27.8827
10.9247,64.1144,24.2866
4.67995,57.9087,21.184
15.7033,44.2492,26.5313
4.48077,60.6789,20.8101
14.408,62.4377,29.1502
18.5639,41.0037,24.9869
5.50422,62.5577,22.905
5.12592,54.2923,25.8065
11.1418,68.5323,4.30276
12.7697,68.9775,2.24245
30.428,75.9228,26.4987
30.0773,72.3521,24.126
32.599,75.992,25.3291
36.3822,79.8018,25.8215
32.0696,68.9247,26.3474
12.2958,71.8481,22.6616
40.6365,73.8224,13.0421
16.1625,69.594,29.4058
42.3459,74.5916,13.4767
35.0097,64.5593,26.9197
9.47296,71.676,22.5004
80.3495,47.5438,3.56804
82.7075,54.0094,1.67584
83.2318,53.9657,1.99428
84.0984,53.2394,2.59884
85.4784,54.9463,3.38707
86.4474,46.045,4.40287
73.0689,62.0896,7.37454
91.6913,71.338,21.2149
73.0689,62.0896,7.37454
64.2412,65.894,12.6784
46.1242,88.2099,4.16593
46.0979,83.08,2.1643
56.8938,93.2108,6.3017
52.8386,98.104,13.8148
55.5221,94.1233,15.3654
59.8289,5.19358,40.1614
53.9193,10.4577,32.9354
50.1976,63.1439,67.6563
42.0127,57.4341,74.0501
41.2882,55.7606,76.0878
41.0709,56.3615,76.4047
57.3909,60.7665,61.2651
40.2232,54.5829,76.7385
55.2444,61.6124,59.5111
48.0576,44.5695,70.551
50.7496,43.8098,67.9615
44.0333,43.8219,73.933
38.3128,70.3455,72.1906
51.0989,75.0957,77.6084
58.9097,72.9492,77.3547
9.20727,59.8369,73.122
19.059,63.7657,81.3608
21.7357,67.0742,80.0238
56.8938,93.2108,6.3017
55.5221,94.1233,15.3654
57.427,90.1092,17.9363
60.4266,84.4974,16.9943
57.224,87.7768,19.873
52.8386,98.104,13.8148
58.6729,78.0311,13.224
58.8107,76.0467,12.8136
46.1242,88.2099,4.16593
52.8361,84.3939,23.7732
52.3406,83.9621,24.5986
46.0979,83.08,2.1643
5.50422,62.5577,22.905
4.48077,60.6789,20.8101
6.58951,60.5757,21.3897
4.67995,57.9087,21.184
8.42084,62.5415,15.8126
10.9247,64.1144,24.2866
9.47296,71.676,22.5004
5.12592,54.2923,25.8065
12.2958,71.8481,22.6616
12.3338,62.4137,13.0596
14.408,62.4377,29.1502
10.0326,50.9397,15.7446
16.1625,69.594,29.4058
38.5799,47.4765,10.7197
39.073,46.7856,17.0705
37.3428,46.8988,15.2665
35.3228,44.1401,9.14387
41.7885,46.7347,22.004
46.9998,45.4404,23.8484
48.0123,35.1735,10.5103
43.4093,64.3886,7.30074
49.4851,35.2979,0.5351
49.0287,36.8143,24.0582
60.0459,41.4022,18.4095
48.9799,35.026,22.6693
47.704,36.4174,24.5847
16.7008,5.22024,61.8548
25.1478,3.67681,68.7236
27.2796,3.26725,59.6586
27.7266,2.11783,67.3755
28.9323,1.70073,62.1242
30.7268,1.01789,63.6091
22.8702,7.00536,75.0283
21.828,11.159,52.2435
10.1033,11.1281,57.799
25.1855,6.41786,76.0559
7.14484,9.9938,55.9121
26.0686,12.4429,48.7537
4.01343,3.50947,55.9588
30.3003,6.9671,78.3017
31.8361,6.6199,78.4856
2.97935,2.69894,55.2245
6.72896,5.55251,49.4672
94.4322,92.769,91.0416
92.1247,92.6571,90.4557
95.1313,84.8787,82.7034
80.1813,87.1492,95.1483
35.0097,64.5593,26.9197
35.146,60.9334,27.5135
45.4065,60.8762,44.7665
32.0696,68.9247,26.3474
32.7734,61.4935,46.2113
41.4326,79.7831,41.7297
55.6101,73.5229,38.7284
32.599,75.992,25.3291
41.5349,81.1417,42.3589
30.0773,72.3521,24.126
30.428,75.9228,26.4987
36.3822,79.8018,25.8215
45.6681,84.0255,35.1933
30.0773,72.3521,24.126
36.3822,79.8018,25.8215
32.0696,68.9247,26.3474
35.0097,64.5593,26.9197
40.6365,73.8224,13.0421
42.3459,74.5916,13.4767
35.146,60.9334,27.5135
16.1625,69.594,29.4058
45.6681,84.0255,35.1933
41.4326,79.7831,41.7297
49.727,73.5674,16.2902
41.5349,81.1417,42.3589
75.1989,89.9642,89.113
75.8617,90.0343,89.6333
76.1135,89.7953,90.2198
75.4433,91.6029,91.4505
80.1813,87.1492,95.1483
60.3764,97.8173,80.1071
58.6791,97.2209,78.1909
63.8361,72.6087,77.4667
61.4492,92.7719,92.4005
61.4492,92.7719,92.4005
51.0989,75.0957,77.6084
49.1602,84.2643,73.5804
80.1813,87.1492,95.1483
71.6866,87.3449,98.2062
61.4492,92.7719,92.4005
92.1247,92.6571,90.4557
94.4322,92.769,91.0416
60.3764,97.8173,80.1071
60.4266,84.4974,16.9943
49.727,73.5674,16.2902
57.224,87.7768,19.873
59.7329,90.6586,13.2128
57.427,90.1092,17.9363
64.2412,65.894,12.6784
52.8361,84.3939,23.7732
52.3406,83.9621,24.5986
55.5221,94.1233,15.3654
42.3459,74.5916,13.4767
56.8938,93.2108,6.3017
46.0979,83.08,2.1643
40.6365,73.8224,13.0421
46.1242,88.2099,4.16593
23.8242,19.3131,40.4818
20.679,17.1843,47.0179
12.0842,12.2565,39.8357
27.9689,22.1856,39.7902
26.0686,12.4429,48.7537
21.828,11.159,52.2435
8.09162,8.69469,45.2444
8.57597,6.30775,47.2658
2.27721,12.5984,42.4416
33.5889,29.2726,35.0564
6.72896,5.55251,49.4672
28.7218,54.3438,79.9882
40.2232,54.5829,76.7385
41.2882,55.7606,76.0878
41.0709,56.3615,76.4047
44.0333,43.8219,73.933
11.0276,42.7411,73.4616
15.2025,42.2467,87.9466
34.9113,59.3968,86.7322
42.0127,57.4341,74.0501
13.5772,54.3549,86.2703
19.059,63.7657,81.3608
93.2148,34.0366,67.4835
83.2991,35.2656,76.8454
19.059,63.7657,81.3608
13.5772,54.3549,86.2703
21.7357,67.0742,80.0238
11.0276,42.7411,73.4616
12.3338,62.4137,13.0596
8.42084,62.5415,15.8126
9.47296,71.676,22.5004
12.2958,71.8481,22.6616
1.76199,66.4051,21.1052
6.58951,60.5757,21.3897
4.48077,60.6789,20.8101
29.4471,12.1313,85.5551
31.8361,6.6199,78.4856
30.3003,6.9671,78.3017
25.2707,15.3922,83.9036
38.2936,3.74658,76.003
21.2412,16.2372,84.3407
25.1855,6.41786,76.0559
19.119,16.6284,84.8053
22.8702,7.00536,75.0283
52.8386,98.104,13.8148
57.427,90.1092,17.9363
59.7329,90.6586,13.2128
57.224,87.7768,19.873
56.8938,93.2108,6.3017
60.4266,84.4974,16.9943
52.8361,84.3939,23.7732
52.3406,83.9621,24.5986
46.1242,88.2099,4.16593
58.8107,76.0467,12.8136
46.0979,83.08,2.1643
66.2131,31.4896,20.3041
63.4,37.7655,19.0643
58.795,28.5126,23.3282
60.0459,41.4022,18.4095
67.2702,28.1271,29.8446
73.1505,27.6269,14.5114
48.9799,35.026,22.6693
49.0287,36.8143,24.0582
47.704,36.4174,24.5847
71.9214,22.7025,31.5535
73.4743,22.9429,30.6141
48.0123,35.1735,10.5103
65.717,31.1127,1.75277
26.9839,74.762,69.2776
36.2814,73.2601,74.8614
21.7357,67.0742,80.0238
38.3128,70.3455,72.1906
28.718,71.7154,87.2306
22.0749,84.0247,83.3592
19.5288,84.4463,82.6968
19.059,63.7657,81.3608
29.9898,83.1558,60.5816
34.0436,76.0287,58.6499
40.8158,82.4401,65.2569
42.543,83.6229,69.3587
23.4409,81.6559,56.3582
21.757,80.6358,55.4491
82.4213,62.6497,59.6069
63.8361,72.6087,77.4667
84.1804,62.2043,60.493
82.5662,70.2481,82.4344
58.9097,72.9492,77.3547
8.09162,8.69469,45.2444
0.13593,8.93139,51.1072
8.57597,6.30775,47.2658
12.0842,12.2565,39.8357
6.72896,5.55251,49.4672
7.14484,9.9938,55.9121
0.62721,7.72394,56.294
2.97935,2.69894,55.2245
4.01343,3.50947,55.9588
10.1033,11.1281,57.799
20.679,17.1843,47.0179
66.2131,31.4896,20.3041
64.3852,33.2941,21.0827
63.4,37.7655,19.0643
65.717,31.1127,1.75277
67.2702,28.1271,29.8446
73.4743,22.9429,30.6141
58.795,28.5126,23.3282
71.9214,22.7025,31.5535
72.8807,14.2472,26.788
60.0459,41.4022,18.4095
87.9966,65.5452,87.1141
95.1313,84.8787,82.7034
63.8361,72.6087,77.4667
74.2789,85.9336,43.8428
58.9097,72.9492,77.3547
49.1602,84.2643,73.5804
50.5409,86.0055,73.335
63.8361,72.6087,77.4667
42.543,83.6229,69.3587
38.3128,70.3455,72.1906
36.2814,73.2601,74.8614
50.1976,63.1439,67.6563
40.8158,82.4401,65.2569
54.6616,59.9925,89.9567
15.2025,42.2467,87.9466
11.0276,42.7411,73.4616
3.30739,30.5485,91.0079
3.88711,24.4604,91.3752
19.119,16.6284,84.8053
11.2863,35.4238,97.459
21.2412,16.2372,84.3407
25.2707,15.3922,83.9036
4.64622,17.721,92.2784
95.1313,84.8787,82.7034
94.4322,92.769,91.0416
92.1247,92.6571,90.4557
80.1813,87.1492,95.1483
41.7885,46.7347,22.004
49.0287,36.8143,24.0582
47.704,36.4174,24.5847
39.073,46.7856,17.0705
48.9799,35.026,22.6693
37.3428,46.8988,15.2665
41.401,33.3815,30.112
60.0459,41.4022,18.4095
41.6431,49.0099,9.56048
38.5799,47.4765,10.7197
48.0123,35.1735,10.5103
63.4,37.7655,19.0643
35.3228,44.1401,9.14387
40.0238,28.3702,29.1715
35.146,60.9334,27.5135
25.2707,15.3922,83.9036
30.3003,6.9671,78.3017
21.2412,16.2372,84.3407
31.8361,6.6199,78.4856
19.119,16.6284,84.8053
25.1855,6.41786,76.0559
22.8702,7.00536,75.0283
38.2936,3.74658,76.003
25.1478,3.67681,68.7236
35.0097,64.5593,26.9197
32.0696,68.9247,26.3474
30.0773,72.3521,24.126
30.428,75.9228,26.4987
41.7885,46.7347,22.004
39.073,46.7856,17.0705
22.3781,47.7202,27.6651
37.3428,46.8988,15.2665
32.7734,61.4935,46.2113
36.3822,79.8018,25.8215
14.408,62.4377,29.1502
12.2958,71.8481,22.6616
10.9247,64.1144,24.2866
9.47296,71.676,22.5004
5.50422,62.5577,22.905
30.0773,72.3521,24.126
6.58951,60.5757,21.3897
30.428,75.9228,26.4987
32.0696,68.9247,26.3474
1.76199,66.4051,21.1052
4.48077,60.6789,20.8101
8.42084,62.5415,15.8126
12.3338,62.4137,13.0596
4.67995,57.9087,21.184
5.12592,54.2923,25.8065
35.0097,64.5593,26.9197
80.1813,87.1492,95.1483
76.1135,89.7953,90.2198
75.8617,90.0343,89.6333
75.1989,89.9642,89.113
61.4492,92.7719,92.4005
97.961,66.6492,61.1756
99.3229,64.584,61.0793
84.1804,62.2043,60.493
82.4213,62.6497,59.6069
26.0686,12.4429,48.7537
20.679,17.1843,47.0179
27.2796,3.26725,59.6586
16.7008,5.22024,61.8548
10.1033,11.1281,57.799
23.8242,19.3131,40.4818
8.57597,6.30775,47.2658
7.14484,9.9938,55.9121
28.9323,1.70073,62.1242
8.09162,8.69469,45.2444
12.0842,12.2565,39.8357
6.72896,5.55251,49.4672
30.7268,1.01789,63.6091
27.9689,22.1856,39.7902
25.1478,3.67681,68.7236
27.7266,2.11783,67.3755
37.8505,0.41052,50.1011
4.01343,3.50947,55.9588
95.1313,84.8787,82.7034
80.1813,87.1492,95.1483
76.1135,89.7953,90.2198
75.8617,90.0343,89.6333
75.1989,89.9642,89.113
76.1135,89.7953,90.2198
75.8617,90.0343,89.6333
75.1989,89.9642,89.113
92.1247,92.6571,90.4557
95.1313,84.8787,82.7034
61.4492,92.7719,92.4005
38.5799,47.4765,10.7197
37.3428,46.8988,15.2665
35.3228,44.1401,9.14387
39.073,46.7856,17.0705
41.7885,46.7347,22.004
48.0123,35.1735,10.5103
43.4093,64.3886,7.30074
49.4851,35.2979,0.5351
45.6681,84.0255,35.1933
41.4326,79.7831,41.7297
41.5349,81.1417,42.3589
45.4065,60.8762,44.7665
52.3406,83.9621,24.5986
52.8361,84.3939,23.7732
57.224,87.7768,19.873
57.427,90.1092,17.9363
60.4266,84.4974,16.9943
45.6681,84.0255,35.1933
49.727,73.5674,16.2902
59.7329,90.6586,13.2128
58.8107,76.0467,12.8136
52.8386,98.104,13.8148
36.3822,79.8018,25.8215
42.3459,74.5916,13.4767
40.6365,73.8224,13.0421
56.8938,93.2108,6.3017
41.401,33.3815,30.112
40.0238,28.3702,29.1715
41.7885,46.7347,22.004
58.795,28.5126,23.3282
48.0123,35.1735,10.5103
60.0459,41.4022,18.4095
39.073,46.7856,17.0705
63.4,37.7655,19.0643
64.3852,33.2941,21.0827
37.3428,46.8988,15.2665
33.5889,29.2726,35.0564
66.2131,31.4896,20.3041
38.5799,47.4765,10.7197
38.5799,47.4765,10.7197
35.3228,44.1401,9.14387
41.7885,46.7347,22.004
48.0123,35.1735,10.5103
49.0287,36.8143,24.0582
48.9799,35.026,22.6693
22.3781,47.7202,27.6651
34.9113,59.3968,86.7322
40.2232,54.5829,76.7385
41.0709,56.3615,76.4047
41.2882,55.7606,76.0878
19.059,63.7657,81.3608
21.7357,67.0742,80.0238
42.0127,57.4341,74.0501
13.5772,54.3549,86.2703
28.718,71.7154,87.2306
44.0333,43.8219,73.933
15.2025,42.2467,87.9466
59.8289,5.19358,40.1614
57.5476,14.4313,21.7369
50.7496,43.8098,67.9615
44.0333,43.8219,73.933
40.2232,54.5829,76.7385
41.2882,55.7606,76.0878
42.0127,57.4341,74.0501
41.0709,56.3615,76.4047
50.1976,63.1439,67.6563
44.0333,43.8219,73.933
41.2882,55.7606,76.0878
42.0127,57.4341,74.0501
40.2232,54.5829,76.7385
41.0709,56.3615,76.4047
50.1976,63.1439,67.6563
57.3909,60.7665,61.2651
60.3764,97.8173,80.1071
75.1989,89.9642,89.113
75.8617,90.0343,89.6333
76.1135,89.7953,90.2198
58.6791,97.2209,78.1909
41.401,33.3815,30.112
33.5889,29.2726,35.0564
48.9799,35.026,22.6693
49.0287,36.8143,24.0582
27.9689,22.1856,39.7902
58.795,28.5126,23.3282
41.7885,46.7347,22.004
25.2707,15.3922,83.9036
22.8702,7.00536,75.0283
25.1855,6.41786,76.0559
30.3003,6.9671,78.3017
4.64622,17.721,92.2784
31.8361,6.6199,78.4856
3.15515,16.4011,92.0965
9.13155,6.87267,95.9705
3.88711,24.4604,91.3752
40.6254,86.1387,45.4733
45.6681,84.0255,35.1933
43.0388,87.0655,46.7247
40.458,86.3011,52.5858
36.3822,79.8018,25.8215
34.0436,76.0287,58.6499
30.428,75.9228,26.4987
45.4065,60.8762,44.7665
19.059,63.7657,81.3608
15.2025,42.2467,87.9466
21.7357,67.0742,80.0238
11.0276,42.7411,73.4616
29.9898,83.1558,60.5816
34.0436,76.0287,58.6499
26.9839,74.762,69.2776
40.458,86.3011,52.5858
10.9247,64.1144,24.2866
1.76199,66.4051,21.1052
5.50422,62.5577,22.905
8.42084,62.5415,15.8126
6.58951,60.5757,21.3897
4.48077,60.6789,20.8101
14.408,62.4377,29.1502
12.3338,62.4137,13.0596
4.67995,57.9087,21.184
5.12592,54.2923,25.8065
40.458,86.3011,52.5858
41.5349,81.1417,42.3589
45.6681,84.0255,35.1933
34.0436,76.0287,58.6499
40.8158,82.4401,65.2569
29.9898,83.1558,60.5816
64.2412,65.894,12.6784
82.7075,54.0094,1.67584
83.2318,53.9657,1.99428
85.4784,54.9463,3.38707
84.0984,53.2394,2.59884
80.3495,47.5438,3.56804
74.2789,85.9336,43.8428
38.5799,47.4765,10.7197
39.073,46.7856,17.0705
41.7885,46.7347,22.004
48.0123,35.1735,10.5103
49.4851,35.2979,0.5351
60.0459,41.4022,18.4095
64.3852,33.2941,21.0827
66.2131,31.4896,20.3041
58.795,28.5126,23.3282
67.2702,28.1271,29.8446
48.9799,35.026,22.6693
49.0287,36.8143,24.0582
48.0123,35.1735,10.5103
65.717,31.1127,1.75277
57.224,87.7768,19.873
59.7329,90.6586,13.2128
60.4266,84.4974,16.9943
52.8386,98.104,13.8148
52.3406,83.9621,24.5986
56.8938,93.2108,6.3017
58.8107,76.0467,12.8136
46.1242,88.2099,4.16593
49.727,73.5674,16.2902
42.543,83.6229,69.3587
42.7197,95.7774,70.0154
40.8158,82.4401,65.2569
58.6791,97.2209,78.1909
58.9097,72.9492,77.3547
38.9692,96.8522,69.7095
60.3764,97.8173,80.1071
36.2814,73.2601,74.8614
63.8361,72.6087,77.4667
38.3128,70.3455,72.1906
88.574,49.5603,85.7626
80.3495,47.5438,3.56804
86.4474,46.045,4.40287
95.7859,59.7346,3.89177
32.0696,68.9247,26.3474
30.0773,72.3521,24.126
30.428,75.9228,26.4987
36.3822,79.8018,25.8215
40.6365,73.8224,13.0421
42.3459,74.5916,13.4767
32.7734,61.4935,46.2113
41.7885,46.7347,22.004
46.0979,83.08,2.1643
56.8938,93.2108,6.3017
52.8386,98.104,13.8148
59.7329,90.6586,13.2128
42.3459,74.5916,13.4767
40.6365,73.8224,13.0421
57.224,87.7768,19.873
49.727,73.5674,16.2902
60.4266,84.4974,16.9943
58.8107,76.0467,12.8136
86.4474,46.045,4.40287
84.0984,53.2394,2.59884
82.7075,54.0094,1.67584
85.4784,54.9463,3.38707
95.7859,59.7346,3.89177
1.76199,66.4051,21.1052
8.42084,62.5415,15.8126
10.9247,64.1144,24.2866
5.12592,54.2923,25.8065
12.3338,62.4137,13.0596
10.0326,50.9397,15.7446
14.408,62.4377,29.1502
12.2958,71.8481,22.6616
9.35709,45.5349,19.6287
15.3685,48.275,13.7155
38.9692,96.8522,69.7095
32.9278,97.6534,69.6481
31.1238,95.7497,68.6507
42.543,83.6229,69.3587
49.1602,84.2643,73.5804
40.8158,82.4401,65.2569
58.6791,97.2209,78.1909
40.458,86.3011,52.5858
4.95903,7.04752,99.762
0.76615,6.85237,89.3295
3.15515,16.4011,92.0965
4.64622,17.721,92.2784
1.08497,16.5653,95.2898
3.88711,24.4604,91.3752
21.2412,16.2372,84.3407
88.574,49.5603,85.7626
84.4457,34.2233,86.0506
49.1602,84.2643,73.5804
30.428,75.9228,26.4987
32.0696,68.9247,26.3474
36.3822,79.8018,25.8215
40.6365,73.8224,13.0421
42.3459,74.5916,13.4767
12.2958,71.8481,22.6616
14.408,62.4377,29.1502
7.14484,9.9938,55.9121
16.7008,5.22024,61.8548
4.01343,3.50947,55.9588
0.62721,7.72394,56.294
6.72896,5.55251,49.4672
2.97935,2.69894,55.2245
8.57597,6.30775,47.2658
0.13593,8.93139,51.1072
8.09162,8.69469,45.2444
20.679,17.1843,47.0179
12.0842,12.2565,39.8357
26.0686,12.4429,48.7537
27.2796,3.26725,59.6586
15.7033,44.2492,26.5313
18.5595,46.7667,27.7492
19.6295,46.8728,27.8827
18.5639,41.0037,24.9869
9.35709,45.5349,19.6287
5.12592,54.2923,25.8065
22.3781,47.7202,27.6651
10.0326,50.9397,15.7446
10.9247,64.1144,24.2866
5.50422,62.5577,22.905
6.58951,60.5757,21.3897
12.2958,71.8481,22.6616
5.12592,54.2923,25.8065
4.67995,57.9087,21.184
8.42084,62.5415,15.8126
1.76199,66.4051,21.1052
12.3338,62.4137,13.0596
18.5595,46.7667,27.7492
19.6295,46.8728,27.8827
22.3781,47.7202,27.6651
10.0326,50.9397,15.7446
15.7033,44.2492,26.5313
32.0696,68.9247,26.3474
30.428,75.9228,26.4987
32.0696,68.9247,26.3474
45.6681,84.0255,35.1933
42.3459,74.5916,13.4767
40.6365,73.8224,13.0421
52.3406,83.9621,24.5986
41.5349,81.1417,42.3589
49.727,73.5674,16.2902
10.0326,50.9397,15.7446
9.35709,45.5349,19.6287
15.7033,44.2492,26.5313
18.5639,41.0037,24.9869
18.5595,46.7667,27.7492
12.3338,62.4137,13.0596
19.6295,46.8728,27.8827
22.3781,47.7202,27.6651
8.42084,62.5415,15.8126
4.67995,57.9087,21.184
6.58951,60.5757,21.3897
5.12592,54.2923,25.8065
