Hn0_x,y,z
84.4457,34.2233,86.0506
42.7197,95.7774,70.0154
15.2025,42.2467,87.9466
41.2882,55.7606,76.0878
12.0842,12.2565,39.8357
40.458,86.3011,52.5858
52.8361,84.3939,23.7732
41.0709,56.3615,76.4047
15.3685,48.275,13.7155
38.5799,47.4765,10.7197
11.2863,35.4238,97.459
0.13593,8.93139,51.1072
21.757,80.6358,55.4491
72.8807,14.2472,26.788
42.7197,95.7774,70.0154
95.7859,59.7346,3.89177
54.6616,59.9925,89.9567
84.4457,34.2233,86.0506
67.2702,28.1271,29.8446
87.6438,42.8857,96.2301
63.8361,72.6087,77.4667
49.1602,84.2643,73.5804
45.4065,60.8762,44.7665
58.795,28.5126,23.3282
46.1242,88.2099,4.16593
55.6101,73.5229,38.7284
32.9278,97.6534,69.6481
38.3128,70.3455,72.1906
95.7859,59.7346,3.89177
40.0238,28.3702,29.1715
49.4851,35.2979,0.5351
15.3685,48.275,13.7155
93.2148,34.0366,67.4835
1.08497,16.5653,95.2898
45.6681,84.0255,35.1933
40.6254,86.1387,45.4733
38.2936,3.74658,76.003
49.0287,36.8143,24.0582
87.6438,42.8857,96.2301
64.3852,33.2941,21.0827
65.717,31.1127,1.75277
42.543,83.6229,69.3587
60.4266,84.4974,16.9943
10.9247,64.1144,24.2866
49.727,73.5674,16.2902
21.2412,16.2372,84.3407
12.7697,68.9775,2.24245
1.08497,16.5653,95.2898
52.8386,98.104,13.8148
32.7734,61.4935,46.2113
95.1313,84.8787,82.7034
38.9692,96.8522,69.7095
32.7734,61.4935,46.2113
21.828,11.159,52.2435
12.2958,71.8481,22.6616
38.3128,70.3455,72.1906
95.7859,59.7346,3.89177
32.9278,97.6534,69.6481
9.4338,96.6239,98.9337
5.12592,54.2923,25.8065
21.7357,67.0742,80.0238
32.7734,61.4935,46.2113
19.119,16.6284,84.8053
99.3229,64.584,61.0793
28.7218,54.3438,79.9882
84.287,95.8902,39.5081
12.0842,12.2565,39.8357
25.2707,15.3922,83.9036
15.2025,42.2467,87.9466
91.6913,71.338,21.2149
97.961,66.6492,61.1756
18.5639,41.0037,24.9869
21.757,80.6358,55.4491
12.7697,68.9775,2.24245
57.3909,60.7665,61.2651
31.1238,95.7497,68.6507
37.3428,46.8988,15.2665
33.8099,66.5083,3.54364
83.2318,53.9657,1.99428
0.76615,6.85237,89.3295
92.1247,92.6571,90.4557
39.073,46.7856,17.0705
74.2789,85.9336,43.8428
66.2131,31.4896,20.3041
25.1478,3.67681,68.7236
15.3685,48.275,13.7155
71.9214,22.7025,31.5535
41.2882,55.7606,76.0878
8.42084,62.5415,15.8126
3.88711,24.4604,91.3752
61.4492,92.7719,92.4005
76.1135,89.7953,90.2198
60.2958,28.944,86.705
18.5639,41.0037,24.9869
56.8938,93.2108,6.3017
30.7268,1.01789,63.6091
57.427,90.1092,17.9363
65.717,31.1127,1.75277
52.8361,84.3939,23.7732
20.679,17.1843,47.0179
40.8158,82.4401,65.2569
99.3229,64.584,61.0793
82.7075,54.0094,1.67584
50.5409,86.0055,73.335
40.6365,73.8224,13.0421
18.5639,41.0037,24.9869
84.4457,34.2233,86.0506
4.64622,17.721,92.2784
6.34549,94.7786,82.3193
16.7008,5.22024,61.8548
33.8099,66.5083,3.54364
88.574,49.5603,85.7626
96.7651,3.40339,12.1549
8.09162,8.69469,45.2444
71.9214,22.7025,31.5535
9.93585,43.1935,32.8029
41.4326,79.7831,41.7297
0.13593,8.93139,51.1072
31.8361,6.6199,78.4856
54.6616,59.9925,89.9567
9.35709,45.5349,19.6287
15.7033,44.2492,26.5313
61.4492,92.7719,92.4005
49.0287,36.8143,24.0582
23.4409,81.6559,56.3582
76.1135,89.7953,90.2198
7.14484,9.9938,55.9121
5.50422,62.5577,22.905
27.2796,3.26725,59.6586
49.0287,36.8143,24.0582
40.6365,73.8224,13.0421
7.14484,9.9938,55.9121
23.4409,81.6559,56.3582
88.574,49.5603,85.7626
82.4213,62.6497,59.6069
6.72896,5.55251,49.4672
42.3459,74.5916,13.4767
5.12592,54.2923,25.8065
52.8386,98.104,13.8148
96.7651,3.40339,12.1549
42.7197,95.7774,70.0154
3.88711,24.4604,91.3752
38.9692,96.8522,69.7095
71.9214,22.7025,31.5535
84.4457,34.2233,86.0506
82.4213,62.6497,59.6069
60.2958,28.944,86.705
32.9278,97.6534,69.6481
70.9985,63.9829,49.5312
8.57597,6.30775,47.2658
49.4851,35.2979,0.5351
84.1804,62.2043,60.493
71.9214,22.7025,31.5535
9.93585,43.1935,32.8029
12.3338,62.4137,13.0596
46.1242,88.2099,4.16593
41.401,33.3815,30.112
56.8938,93.2108,6.3017
26.0686,12.4429,48.7537
13.5772,54.3549,86.2703
6.34549,94.7786,82.3193
38.5799,47.4765,10.7197
99.3229,64.584,61.0793
5.12592,54.2923,25.8065
4.67995,57.9087,21.184
28.718,71.7154,87.2306
30.428,75.9228,26.4987
60.3764,97.8173,80.1071
8.09162,8.69469,45.2444
97.961,66.6492,61.1756
82.7075,54.0094,1.67584
63.8361,72.6087,77.4667
4.64622,17.721,92.2784
98.9564,42.7734,31.8296
58.795,28.5126,23.3282
88.574,49.5603,85.7626
56.8938,93.2108,6.3017
67.2702,28.1271,29.8446
87.6438,42.8857,96.2301
38.5799,47.4765,10.7197
45.4065,60.8762,44.7665
84.0984,53.2394,2.59884
60.2958,28.944,86.705
48.9799,35.026,22.6693
30.7268,1.01789,63.6091
26.0686,12.4429,48.7537
38.5799,47.4765,10.7197
58.8107,76.0467,12.8136
25.1855,6.41786,76.0559
44.0333,43.8219,73.933
36.3822,79.8018,25.8215
50.5409,86.0055,73.335
4.95903,7.04752,99.762
21.2412,16.2372,84.3407
42.7197,95.7774,70.0154
19.059,63.7657,81.3608
34.0436,76.0287,58.6499
49.727,73.5674,16.2902
41.2882,55.7606,76.0878
18.5639,41.0037,24.9869
25.1855,6.41786,76.0559
8.42084,62.5415,15.8126
83.2991,35.2656,76.8454
0.76615,6.85237,89.3295
95.7859,59.7346,3.89177
85.4784,54.9463,3.38707
4.64622,17.721,92.2784
32.0696,68.9247,26.3474
26.0686,12.4429,48.7537
4.01343,3.50947,55.9588
40.2232,54.5829,76.7385
1.08497,16.5653,95.2898
40.8158,82.4401,65.2569
39.073,46.7856,17.0705
31.1238,95.7497,68.6507
63.8361,72.6087,77.4667
28.9323,1.70073,62.1242
35.0097,64.5593,26.9197
25.1478,3.67681,68.7236
59.8289,5.19358,40.1614
46.1242,88.2099,4.16593
28.9323,1.70073,62.1242
87.6438,42.8857,96.2301
15.2025,42.2467,87.9466
83.2991,35.2656,76.8454
83.8795,33.6207,60.1026
2.97935,2.69894,55.2245
26.9839,74.762,69.2776
9.4338,96.6239,98.9337
0.46715,37.3246,7.81691
46.1242,88.2099,4.16593
49.727,73.5674,16.2902
58.795,28.5126,23.3282
49.0287,36.8143,24.0582
58.6791,97.2209,78.1909
75.1989,89.9642,89.113
38.5799,47.4765,10.7197
32.9278,97.6534,69.6481
21.7357,67.0742,80.0238
79.3417,1.16989,79.725
76.1135,89.7953,90.2198
92.1247,92.6571,90.4557
96.4156,0.73973,15.3705
12.0842,12.2565,39.8357
50.1976,63.1439,67.6563
4.64622,17.721,92.2784
96.7651,3.40339,12.1549
33.8099,66.5083,3.54364
30.7268,1.01789,63.6091
28.9323,1.70073,62.1242
66.2131,31.4896,20.3041
39.073,46.7856,17.0705
21.2412,16.2372,84.3407
36.3822,79.8018,25.8215
6.58951,60.5757,21.3897
1.76199,66.4051,21.1052
58.795,28.5126,23.3282
19.6295,46.8728,27.8827
11.0276,42.7411,73.4616
75.1989,89.9642,89.113
57.3909,60.7665,61.2651
59.8289,5.19358,40.1614
34.0436,76.0287,58.6499
96.7651,3.40339,12.1549
11.2863,35.4238,97.459
38.5799,47.4765,10.7197
4.01343,3.50947,55.9588
96.7651,3.40339,12.1549
21.2412,16.2372,84.3407
10.0326,50.9397,15.7446
57.3909,60.7665,61.2651
28.9323,1.70073,62.1242
10.1033,11.1281,57.799
6.34549,94.7786,82.3193
85.4784,54.9463,3.38707
60.4266,84.4974,16.9943
49.1602,84.2643,73.5804
71.9214,22.7025,31.5535
18.5595,46.7667,27.7492
3.30739,30.5485,91.0079
55.2444,61.6124,59.5111
72.8807,14.2472,26.788
2.97935,2.69894,55.2245
45.4065,60.8762,44.7665
54.6616,59.9925,89.9567
49.0287,36.8143,24.0582
15.3685,48.275,13.7155
41.7885,46.7347,22.004
71.9214,22.7025,31.5535
76.1135,89.7953,90.2198
38.5799,47.4765,10.7197
59.8289,5.19358,40.1614
64.2412,65.894,12.6784
65.717,31.1127,1.75277
57.5476,14.4313,21.7369
52.3406,83.9621,24.5986
32.0696,68.9247,26.3474
33.5889,29.2726,35.0564
28.718,71.7154,87.2306
19.059,63.7657,81.3608
40.6254,86.1387,45.4733
25.1478,3.67681,68.7236
54.6616,59.9925,89.9567
27.9689,22.1856,39.7902
0.62721,7.72394,56.294
27.2796,3.26725,59.6586
60.0459,41.4022,18.4095
45.6681,84.0255,35.1933
42.543,83.6229,69.3587
58.795,28.5126,23.3282
73.4743,22.9429,30.6141
11.2863,35.4238,97.459
0.13593,8.93139,51.1072
41.0709,56.3615,76.4047
67.2702,28.1271,29.8446
11.2863,35.4238,97.459
30.428,75.9228,26.4987
84.0984,53.2394,2.59884
26.9839,74.762,69.2776
75.1989,89.9642,89.113
3.15515,16.4011,92.0965
27.2796,3.26725,59.6586
56.8938,93.2108,6.3017
40.458,86.3011,52.5858
96.7651,3.40339,12.1549
43.4093,64.3886,7.30074
23.4409,81.6559,56.3582
60.2958,28.944,86.705
2.97935,2.69894,55.2245
92.1247,92.6571,90.4557
83.8795,33.6207,60.1026
76.1135,89.7953,90.2198
19.5288,84.4463,82.6968
12.7697,68.9775,2.24245
30.7268,1.01789,63.6091
59.8289,5.19358,40.1614
11.2863,35.4238,97.459
98.9564,42.7734,31.8296
45.6681,84.0255,35.1933
82.4213,62.6497,59.6069
57.3909,60.7665,61.2651
60.0459,41.4022,18.4095
73.4743,22.9429,30.6141
63.8361,72.6087,77.4667
49.1602,84.2643,73.5804
67.2702,28.1271,29.8446
