Hn1_x,y,z
36.3822,79.8018,25.8215
99.3229,64.584,61.0793
15.3685,48.275,13.7155
38.5799,47.4765,10.7197
15.3685,48.275,13.7155
82.7075,54.0094,1.67584
36.3822,79.8018,25.8215
38.5799,47.4765,10.7197
38.5799,47.4765,10.7197
82.7075,54.0094,1.67584
82.7075,54.0094,1.67584
99.3229,64.584,61.0793
15.3685,48.275,13.7155
82.7075,54.0094,1.67584
15.3685,48.275,13.7155
36.3822,79.8018,25.8215
82.7075,54.0094,1.67584
15.3685,48.275,13.7155
38.5799,47.4765,10.7197
36.3822,79.8018,25.8215
15.3685,48.275,13.7155
15.3685,48.275,13.7155
82.7075,54.0094,1.67584
75.8617,90.0343,89.6333
75.8617,90.0343,89.6333
52.8386,98.104,13.8148
25.1478,3.67681,68.7236
9.4338,96.6239,98.9337
9.4338,96.6239,98.9337
86.4474,46.045,4.40287
52.8386,98.104,13.8148
25.1478,3.67681,68.7236
25.1478,3.67681,68.7236
75.8617,90.0343,89.6333
52.8386,98.104,13.8148
25.1478,3.67681,68.7236
75.8617,90.0343,89.6333
25.1478,3.67681,68.7236
25.1478,3.67681,68.7236
12.0842,12.2565,39.8357
25.1478,3.67681,68.7236
86.4474,46.045,4.40287
39.073,46.7856,17.0705
39.073,46.7856,17.0705
49.727,73.5674,16.2902
39.073,46.7856,17.0705
49.727,73.5674,16.2902
39.073,46.7856,17.0705
49.727,73.5674,16.2902
49.727,73.5674,16.2902
49.727,73.5674,16.2902
86.4474,46.045,4.40287
52.8386,98.104,13.8148
12.0842,12.2565,39.8357
12.0842,12.2565,39.8357
39.073,46.7856,17.0705
39.073,46.7856,17.0705
52.8386,98.104,13.8148
49.727,73.5674,16.2902
30.7268,1.01789,63.6091
39.073,46.7856,17.0705
86.4474,46.045,4.40287
86.4474,46.045,4.40287
86.4474,46.045,4.40287
39.073,46.7856,17.0705
30.7268,1.01789,63.6091
30.7268,1.01789,63.6091
86.4474,46.045,4.40287
30.7268,1.01789,63.6091
49.727,73.5674,16.2902
30.7268,1.01789,63.6091
30.7268,1.01789,63.6091
12.0842,12.2565,39.8357
12.7697,68.9775,2.24245
30.7268,1.01789,63.6091
12.0842,12.2565,39.8357
25.1478,3.67681,68.7236
25.1478,3.67681,68.7236
25.1478,3.67681,68.7236
12.0842,12.2565,39.8357
25.1478,3.67681,68.7236
25.1478,3.67681,68.7236
12.0842,12.2565,39.8357
49.727,73.5674,16.2902
12.0842,12.2565,39.8357
39.073,46.7856,17.0705
12.0842,12.2565,39.8357
12.7697,68.9775,2.24245
39.073,46.7856,17.0705
12.7697,68.9775,2.24245
12.7697,68.9775,2.24245
39.073,46.7856,17.0705
30.7268,1.01789,63.6091
49.727,73.5674,16.2902
39.073,46.7856,17.0705
12.7697,68.9775,2.24245
49.727,73.5674,16.2902
95.1313,84.8787,82.7034
95.1313,84.8787,82.7034
30.7268,1.01789,63.6091
95.1313,84.8787,82.7034
95.1313,84.8787,82.7034
32.7734,61.4935,46.2113
95.1313,84.8787,82.7034
79.3417,1.16989,79.725
32.7734,61.4935,46.2113
79.3417,1.16989,79.725
41.0709,56.3615,76.4047
41.0709,56.3615,76.4047
32.7734,61.4935,46.2113
95.1313,84.8787,82.7034
79.3417,1.16989,79.725
95.1313,84.8787,82.7034
79.3417,1.16989,79.725
79.3417,1.16989,79.725
27.7266,2.11783,67.3755
5.50422,62.5577,22.905
27.7266,2.11783,67.3755
5.50422,62.5577,22.905
37.8505,0.41052,50.1011
27.7266,2.11783,67.3755
41.0709,56.3615,76.4047
88.574,49.5603,85.7626
88.574,49.5603,85.7626
41.0709,56.3615,76.4047
4.95903,7.04752,99.762
4.95903,7.04752,99.762
72.8807,14.2472,26.788
88.574,49.5603,85.7626
41.0709,56.3615,76.4047
72.8807,14.2472,26.788
88.574,49.5603,85.7626
88.574,49.5603,85.7626
88.574,49.5603,85.7626
5.50422,62.5577,22.905
0.46715,37.3246,7.81691
0.46715,37.3246,7.81691
88.574,49.5603,85.7626
85.4784,54.9463,3.38707
88.574,49.5603,85.7626
6.58951,60.5757,21.3897
4.95903,7.04752,99.762
67.2702,28.1271,29.8446
0.46715,37.3246,7.81691
58.795,28.5126,23.3282
85.4784,54.9463,3.38707
58.795,28.5126,23.3282
85.4784,54.9463,3.38707
67.2702,28.1271,29.8446
58.795,28.5126,23.3282
85.4784,54.9463,3.38707
58.795,28.5126,23.3282
85.4784,54.9463,3.38707
85.4784,54.9463,3.38707
58.795,28.5126,23.3282
67.2702,28.1271,29.8446
6.58951,60.5757,21.3897
6.58951,60.5757,21.3897
1.76199,66.4051,21.1052
1.76199,66.4051,21.1052
6.58951,60.5757,21.3897
85.4784,54.9463,3.38707
1.76199,66.4051,21.1052
75.1989,89.9642,89.113
95.7859,59.7346,3.89177
95.7859,59.7346,3.89177
95.7859,59.7346,3.89177
58.795,28.5126,23.3282
95.7859,59.7346,3.89177
95.7859,59.7346,3.89177
75.1989,89.9642,89.113
60.2958,28.944,86.705
60.2958,28.944,86.705
95.7859,59.7346,3.89177
60.2958,28.944,86.705
75.1989,89.9642,89.113
75.1989,89.9642,89.113
1.76199,66.4051,21.1052
1.76199,66.4051,21.1052
67.2702,28.1271,29.8446
58.795,28.5126,23.3282
5.12592,54.2923,25.8065
30.428,75.9228,26.4987
95.7859,59.7346,3.89177
75.1989,89.9642,89.113
75.1989,89.9642,89.113
58.795,28.5126,23.3282
30.428,75.9228,26.4987
58.795,28.5126,23.3282
60.2958,28.944,86.705
58.795,28.5126,23.3282
60.2958,28.944,86.705
75.1989,89.9642,89.113
95.7859,59.7346,3.89177
75.1989,89.9642,89.113
75.1989,89.9642,89.113
60.2958,28.944,86.705
5.12592,54.2923,25.8065
60.2958,28.944,86.705
15.2025,42.2467,87.9466
54.6616,59.9925,89.9567
30.428,75.9228,26.4987
30.428,75.9228,26.4987
60.2958,28.944,86.705
30.428,75.9228,26.4987
15.2025,42.2467,87.9466
15.2025,42.2467,87.9466
18.5639,41.0037,24.9869
18.5639,41.0037,24.9869
54.6616,59.9925,89.9567
26.0686,12.4429,48.7537
26.0686,12.4429,48.7537
26.0686,12.4429,48.7537
18.5639,41.0037,24.9869
26.0686,12.4429,48.7537
26.0686,12.4429,48.7537
54.6616,59.9925,89.9567
58.9097,72.9492,77.3547
58.9097,72.9492,77.3547
48.0123,35.1735,10.5103
48.0123,35.1735,10.5103
18.5639,41.0037,24.9869
54.6616,59.9925,89.9567
45.6681,84.0255,35.1933
58.9097,72.9492,77.3547
45.6681,84.0255,35.1933
48.0123,35.1735,10.5103
46.0979,83.08,2.1643
46.0979,83.08,2.1643
26.0686,12.4429,48.7537
45.6681,84.0255,35.1933
92.1247,92.6571,90.4557
92.1247,92.6571,90.4557
48.0123,35.1735,10.5103
18.5639,41.0037,24.9869
60.3764,97.8173,80.1071
60.3764,97.8173,80.1071
18.5639,41.0037,24.9869
60.3764,97.8173,80.1071
60.3764,97.8173,80.1071
45.6681,84.0255,35.1933
46.0979,83.08,2.1643
83.8795,33.6207,60.1026
83.8795,33.6207,60.1026
60.3764,97.8173,80.1071
60.3764,97.8173,80.1071
71.9214,22.7025,31.5535
71.9214,22.7025,31.5535
60.3764,97.8173,80.1071
92.1247,92.6571,90.4557
42.3459,74.5916,13.4767
83.8795,33.6207,60.1026
71.9214,22.7025,31.5535
4.64622,17.721,92.2784
4.64622,17.721,92.2784
21.7357,67.0742,80.0238
83.8795,33.6207,60.1026
4.64622,17.721,92.2784
21.7357,67.0742,80.0238
71.9214,22.7025,31.5535
48.9799,35.026,22.6693
42.3459,74.5916,13.4767
42.3459,74.5916,13.4767
42.3459,74.5916,13.4767
21.7357,67.0742,80.0238
48.9799,35.026,22.6693
4.64622,17.721,92.2784
21.7357,67.0742,80.0238
21.7357,67.0742,80.0238
21.7357,67.0742,80.0238
21.7357,67.0742,80.0238
73.4743,22.9429,30.6141
73.4743,22.9429,30.6141
4.64622,17.721,92.2784
6.34549,94.7786,82.3193
40.458,86.3011,52.5858
73.4743,22.9429,30.6141
73.4743,22.9429,30.6141
22.3781,47.7202,27.6651
22.3781,47.7202,27.6651
4.64622,17.721,92.2784
4.64622,17.721,92.2784
91.6913,71.338,21.2149
43.4093,64.3886,7.30074
15.7033,44.2492,26.5313
57.5476,14.4313,21.7369
43.4093,64.3886,7.30074
0.62721,7.72394,56.294
98.9564,42.7734,31.8296
91.6913,71.338,21.2149
98.9564,42.7734,31.8296
43.4093,64.3886,7.30074
57.5476,14.4313,21.7369
57.5476,14.4313,21.7369
98.9564,42.7734,31.8296
91.6913,71.338,21.2149
98.9564,42.7734,31.8296
15.7033,44.2492,26.5313
91.6913,71.338,21.2149
15.7033,44.2492,26.5313
43.4093,64.3886,7.30074
11.0276,42.7411,73.4616
10.9247,64.1144,24.2866
98.9564,42.7734,31.8296
19.059,63.7657,81.3608
11.0276,42.7411,73.4616
28.718,71.7154,87.2306
98.9564,42.7734,31.8296
28.718,71.7154,87.2306
11.0276,42.7411,73.4616
11.0276,42.7411,73.4616
19.059,63.7657,81.3608
19.059,63.7657,81.3608
28.718,71.7154,87.2306
11.0276,42.7411,73.4616
11.0276,42.7411,73.4616
28.718,71.7154,87.2306
28.718,71.7154,87.2306
19.059,63.7657,81.3608
28.718,71.7154,87.2306
8.09162,8.69469,45.2444
8.09162,8.69469,45.2444
11.0276,42.7411,73.4616
10.9247,64.1144,24.2866
74.2789,85.9336,43.8428
74.2789,85.9336,43.8428
19.059,63.7657,81.3608
19.059,63.7657,81.3608
19.059,63.7657,81.3608
11.0276,42.7411,73.4616
59.7329,90.6586,13.2128
74.2789,85.9336,43.8428
27.2796,3.26725,59.6586
1.08497,16.5653,95.2898
82.4213,62.6497,59.6069
59.7329,90.6586,13.2128
27.2796,3.26725,59.6586
1.08497,16.5653,95.2898
27.2796,3.26725,59.6586
74.2789,85.9336,43.8428
27.2796,3.26725,59.6586
27.2796,3.26725,59.6586
38.2936,3.74658,76.003
27.2796,3.26725,59.6586
82.4213,62.6497,59.6069
27.2796,3.26725,59.6586
27.9689,22.1856,39.7902
18.5595,46.7667,27.7492
82.4213,62.6497,59.6069
82.4213,62.6497,59.6069
18.5595,46.7667,27.7492
27.9689,22.1856,39.7902
1.08497,16.5653,95.2898
82.4213,62.6497,59.6069
27.2796,3.26725,59.6586
18.5595,46.7667,27.7492
1.08497,16.5653,95.2898
27.2796,3.26725,59.6586
1.08497,16.5653,95.2898
27.9689,22.1856,39.7902
18.5595,46.7667,27.7492
1.08497,16.5653,95.2898
18.5595,46.7667,27.7492
1.08497,16.5653,95.2898
82.4213,62.6497,59.6069
18.5595,46.7667,27.7492
27.2796,3.26725,59.6586
38.2936,3.74658,76.003
18.5595,46.7667,27.7492
1.08497,16.5653,95.2898
27.9689,22.1856,39.7902
27.9689,22.1856,39.7902
25.1855,6.41786,76.0559
97.961,66.6492,61.1756
97.961,66.6492,61.1756
25.1855,6.41786,76.0559
97.961,66.6492,61.1756
27.9689,22.1856,39.7902
25.1855,6.41786,76.0559
96.4156,0.73973,15.3705
3.30739,30.5485,91.0079
49.4851,35.2979,0.5351
3.88711,24.4604,91.3752
3.30739,30.5485,91.0079
3.30739,30.5485,91.0079
49.4851,35.2979,0.5351
3.88711,24.4604,91.3752
41.401,33.3815,30.112
97.961,66.6492,61.1756
96.4156,0.73973,15.3705
3.30739,30.5485,91.0079
97.961,66.6492,61.1756
49.4851,35.2979,0.5351
41.401,33.3815,30.112
49.4851,35.2979,0.5351
49.4851,35.2979,0.5351
3.88711,24.4604,91.3752
96.4156,0.73973,15.3705
56.8938,93.2108,6.3017
8.42084,62.5415,15.8126
63.8361,72.6087,77.4667
96.4156,0.73973,15.3705
8.42084,62.5415,15.8126
41.401,33.3815,30.112
41.401,33.3815,30.112
41.401,33.3815,30.112
40.6254,86.1387,45.4733
26.9839,74.762,69.2776
63.8361,72.6087,77.4667
26.9839,74.762,69.2776
56.8938,93.2108,6.3017
8.42084,62.5415,15.8126
40.6254,86.1387,45.4733
26.9839,74.762,69.2776
60.0459,41.4022,18.4095
19.6295,46.8728,27.8827
8.42084,62.5415,15.8126
19.6295,46.8728,27.8827
19.6295,46.8728,27.8827
60.0459,41.4022,18.4095
40.6254,86.1387,45.4733
22.8702,7.00536,75.0283
33.5889,29.2726,35.0564
33.5889,29.2726,35.0564
38.9692,96.8522,69.7095
38.9692,96.8522,69.7095
4.01343,3.50947,55.9588
33.5889,29.2726,35.0564
38.9692,96.8522,69.7095
33.5889,29.2726,35.0564
4.01343,3.50947,55.9588
33.5889,29.2726,35.0564
65.717,31.1127,1.75277
38.9692,96.8522,69.7095
83.2991,35.2656,76.8454
83.2991,35.2656,76.8454
83.2991,35.2656,76.8454
65.717,31.1127,1.75277
64.3852,33.2941,21.0827
4.01343,3.50947,55.9588
64.3852,33.2941,21.0827
83.2991,35.2656,76.8454
8.57597,6.30775,47.2658
38.9692,96.8522,69.7095
83.2991,35.2656,76.8454
65.717,31.1127,1.75277
65.717,31.1127,1.75277
4.01343,3.50947,55.9588
23.8242,19.3131,40.4818
64.3852,33.2941,21.0827
93.2148,34.0366,67.4835
70.9985,63.9829,49.5312
23.8242,19.3131,40.4818
84.1804,62.2043,60.493
93.2148,34.0366,67.4835
30.3003,6.9671,78.3017
41.2882,55.7606,76.0878
70.9985,63.9829,49.5312
32.9278,97.6534,69.6481
96.7651,3.40339,12.1549
41.7885,46.7347,22.004
76.1135,89.7953,90.2198
41.2882,55.7606,76.0878
41.7885,46.7347,22.004
41.2882,55.7606,76.0878
76.1135,89.7953,90.2198
12.2958,71.8481,22.6616
76.1135,89.7953,90.2198
32.9278,97.6534,69.6481
76.1135,89.7953,90.2198
96.7651,3.40339,12.1549
59.8289,5.19358,40.1614
96.7651,3.40339,12.1549
96.7651,3.40339,12.1549
42.543,83.6229,69.3587
42.543,83.6229,69.3587
59.8289,5.19358,40.1614
10.0326,50.9397,15.7446
10.0326,50.9397,15.7446
11.2863,35.4238,97.459
11.2863,35.4238,97.459
42.543,83.6229,69.3587
9.35709,45.5349,19.6287
9.35709,45.5349,19.6287
31.8361,6.6199,78.4856
31.8361,6.6199,78.4856
7.14484,9.9938,55.9121
31.8361,6.6199,78.4856
34.9113,59.3968,86.7322
64.2412,65.894,12.6784
16.7008,5.22024,61.8548
44.0333,43.8219,73.933
34.9113,59.3968,86.7322
44.0333,43.8219,73.933
44.0333,43.8219,73.933
44.0333,43.8219,73.933
64.2412,65.894,12.6784
34.9113,59.3968,86.7322
16.7008,5.22024,61.8548
44.0333,43.8219,73.933
49.0287,36.8143,24.0582
84.4457,34.2233,86.0506
2.97935,2.69894,55.2245
57.224,87.7768,19.873
2.97935,2.69894,55.2245
36.2814,73.2601,74.8614
33.8099,66.5083,3.54364
33.8099,66.5083,3.54364
58.8107,76.0467,12.8136
58.8107,76.0467,12.8136
40.8158,82.4401,65.2569
28.9323,1.70073,62.1242
66.2131,31.4896,20.3041
58.8107,76.0467,12.8136
21.2412,16.2372,84.3407
19.5288,84.4463,82.6968
84.0984,53.2394,2.59884
