mean haloes in stacking plot,Std,Mean haloes in filament,Std,Mean separation,Std,Mean filament mass,Std,Number of pair plots
681.2575,342.7648,225.3231,113.4009,14.1179,4.3322,26472970516018.5352,11272292847384.9121,80092.0000
