mean haloes in stacking plot,Std,Mean haloes in filament,Std,Mean separation,Std,Mean filament mass,Std,Mean cluster 1 virial radius, StdMean cluster 2 virial radius, StdNumber of pair plots
320.7020,181.5810,133.2925,84.5226,14.1179,4.3322,439459260380312.6250,194646493567064.5625,0.5929,0.1582,nan,nan,40046.0000
