mvir,x,y,z,rockstarid
661180000000000,663.908,831.385,845.921,12659904501
660830000000000,154.33,957.509,706.676,12596380273
659490000000000,181.446,985.874,292.475,12596161174
659460000000000,273.366,424.551,70.655,12609414888
659120000000000,403.646,26.6824,977.688,12624977549
658010000000000,881.545,804.31,68.4942,12695372272
657860000000000,100.584,250.804,159.9,12580411222
657820000000000,221.792,636.17,293.933,12602561538
657370000000000,103.864,253.276,168.753,12580442201
656950000000000,567.033,627.562,225.236,12648762134
656820000000000,396.169,498.854,150.52,12619899651
656250000000000,247.439,594.259,971.367,12602381360
655750000000000,739.33,235.341,381.279,12672143159
655410000000000,84.8429,204.262,201.21,12579859301
654880000000000,870.746,613.978,148.874,12693705461
654870000000000,617.389,664.621,609.169,12658080788
654820000000000,693.8,372.603,150.279,12664080705
654660000000000,1.51547,625.994,318.877,12574685520
653990000000000,204.616,990.317,686.842,12605661903
653890000000000,849.888,488.049,132.1,12683397529
653410000000000,751.907,90.8945,670.348,12671191387
653410000000000,646.708,431.688,53.1464,12655510189
652760000000000,253.357,816.9,285.849,12603737305
652670000000000,733.096,344.54,354.765,12664224661
652660000000000,394.157,224.699,288.384,12617047010
652590000000000,156.453,57.8378,325.707,12588048175
652180000000000,433.538,525.803,601.68,12629487249
652110000000000,484.045,120.169,778.974,12635332720
651390000000000,816.498,846.346,16.2319,12686753153
651250000000000,254.448,56.9958,910.128,12597061284
651130000000000,6.67018,843.769,552.259,12576537416
649970000000000,125.926,107.596,945.82,12579120822
649860000000000,441.188,768.315,873.404,12631909155
649040000000000,902.192,107.359,124.283,12689048421
648680000000000,408.722,1.94625,842.644,12624909309
648260000000000,134.66,310.905,9.26978,12580919106
647930000000000,868.692,465.362,919.659,12693029211
647380000000000,487.619,511.346,73.3094,12638410445
646650000000000,507.246,845.712,920.398,12641719199
646180000000000,475.454,723.505,66.9353,12640107386
645500000000000,674.996,172.485,67.8119,12662326541
644850000000000,643.471,671.56,240.058,12657872572
644650000000000,753.9,410.318,988.752,12674221735
644130000000000,120.02,585.667,288.921,12583420469
644100000000000,470.619,101.695,240.16,12634432458
643830000000000,438.558,883.792,178.594,12632666047
643740000000000,71.5332,637.854,276.287,12583995259
643620000000000,173.625,751.111,107.733,12593753622
642990000000000,360.462,926.358,352.395,12623454828
642890000000000,708.91,149.418,10.9592,12662294060
642460000000000,101.97,319.519,763.33,12581363406
641410000000000,750.919,477.457,349.755,12674503921
641040000000000,260.566,396.439,523.281,12600367240
641020000000000,849.434,552.834,120.828,12684012072
640570000000000,880.888,875.387,504.527,12696704173
640330000000000,414.985,227.261,4.88838,12626190173
640160000000000,655.753,258.809,213.578,12654426695
640140000000000,50.5102,802.187,301.321,12575846832
639610000000000,931.135,237.881,995.081,12690701605
639300000000000,658.479,365.89,960.288,12655442208
639280000000000,500.373,477.941,716.697,12638167778
639210000000000,758.088,702.16,65.3633,12676542838
638710000000000,277.923,221.909,768.064,12608075533
638470000000000,916.172,977.424,413.714,12697208850
638430000000000,232.662,852.637,209.031,12604270379
638410000000000,821.56,406.14,456.574,12683052677
638200000000000,270.521,279.582,655.932,12608574213
638040000000000,476.775,257.438,298.903,12636232786
637990000000000,125.862,513.54,166.052,12582755142
637440000000000,584.592,686.29,628.544,12649007745
637040000000000,560.553,923.775,451.107,12651147999
636670000000000,887.783,749.685,161.061,12694817292
636390000000000,159.035,174.796,540.777,12588750315
635740000000000,111.974,937.95,894.956,12586677365
635620000000000,635.338,820.371,321.387,12659632829
634710000000000,10.5292,525.854,72.4296,12573394986
634560000000000,540.066,730.036,217.083,12649330626
634280000000000,107.778,956.111,255.73,12586895707
633930000000000,870.934,617.029,618.116,12694020411
633870000000000,849.765,226.087,86.7705,12681098699
632880000000000,276.249,365.268,936.624,12609338156
631830000000000,587.129,644.384,892.625,12649147619
631710000000000,286.46,733.536,356.035,12612463985
631550000000000,901.664,800.455,723.464,12695716532
631460000000000,821.577,997.578,632.516,12688190108
631360000000000,31.9032,80.1494,500.632,12569513754
631340000000000,235.878,275.46,553.53,12599222463
630900000000000,15.6186,322.7,142.506,12571645574
630810000000000,865.256,741.075,727.213,12686013564
630440000000000,484.915,122.017,398.695,12635081482
630240000000000,86.0029,362.378,861.936,12581433358
630210000000000,835.474,805.067,774.233,12686612854
630040000000000,823.194,990.076,485.655,12688118503
628520000000000,62.0817,578.463,737.27,12574392732
628260000000000,655.863,176.901,470.887,12653421311
627660000000000,812.14,27.1211,365.91,12679580371
626020000000000,160.662,650.143,56.5824,12593175919
625710000000000,70.5074,436.203,557.79,12582426523
624550000000000,280.671,725.878,308.534,12612448135
624030000000000,670.321,194.723,960.314,12663401576
623580000000000,820.111,402.908,476.589,12683045693
623310000000000,179.784,735.333,141.325,12593789325
622720000000000,699.935,735.4,713.423,12667810483
622700000000000,988.501,401.741,748.214,12701420751
622410000000000,696.774,122.091,822.416,12662752775
622250000000000,871.333,349.961,844.585,12691833504
622170000000000,161.024,574.836,367.041,12592749379
621620000000000,320.172,262.667,565.029,12608542816
621530000000000,223.118,933.866,178.522,12604828614
621390000000000,473.889,133.109,487.594,12635156900
620960000000000,689.265,249.306,856.765,12663935525
620880000000000,355.582,681.497,207.331,12621613708
620780000000000,754.656,366.225,99.9889,12673182813
620490000000000,725.384,461.493,207.946,12665267166
620480000000000,428.237,498.393,972.687,12629673920
620000000000000,127.252,183.267,714.892,12579567055
619520000000000,68.0251,295.97,787.664,12571460233
619430000000000,762.634,106.504,473.181,12671051762
619240000000000,578.311,745.117,344.475,12649407117
619240000000000,315.001,839.75,928.306,12613928675
617740000000000,830.101,213.86,792.938,12681501031
617720000000000,305.047,598.945,911.338,12611630473
617690000000000,202.24,489.335,971.089,12601212343
616870000000000,539.098,599.524,483.184,12648368488
616590000000000,323.743,349.965,33.8059,12608793628
616330000000000,631.545,736.086,753.371,12658724794
616320000000000,92.3747,246.54,175.276,12579837799
615960000000000,467.464,782.647,49.1132,12631481135
614450000000000,488.91,352.84,529.85,12636931616
614430000000000,610.465,811.646,624.387,12659214534
614070000000000,620.927,93.7306,556.899,12652882268
613680000000000,831.583,649.499,118.05,12685089054
613180000000000,684.501,141.628,837.626,12662722247
612760000000000,883.982,569.024,992.171,12693601457
612540000000000,425.32,57.5485,847.394,12624908605
612340000000000,92.5266,951.589,404.273,12586998313
611990000000000,934.643,171.113,501.212,12698942869
611910000000000,181.48,870.281,532.09,12595177277
611770000000000,743.406,610.015,210.205,12675498036
611500000000000,845.891,866.685,211.157,12686855653
610890000000000,682.445,783.305,883.638,12668487558
609750000000000,52.5038,360.903,712.512,12572013894
609470000000000,933.088,876.527,64.0605,12696480965
609450000000000,45.8491,290.739,922.018,12571536449
609400000000000,780.127,622.565,252.443,12675535063
609210000000000,833.323,428.163,233.727,12682900509
608770000000000,375.068,925.599,798.196,12623707349
608690000000000,225.986,608.869,402.424,12602051801
608330000000000,487.431,37.6821,900.995,12634255079
607890000000000,150.528,265.268,171.187,12589720488
607210000000000,357.16,464.676,653.495,12619608607
607150000000000,579.961,429.981,670.469,12646743580
606940000000000,123.205,864.205,953.829,12586132272
606540000000000,884.738,271.885,266.255,12690882761
606180000000000,58.929,502.361,81.6006,12573395313
605940000000000,528.2,84.1322,423.094,12634610808
605140000000000,706.514,54.1215,919.239,12661645681
604850000000000,576.519,895.888,730.212,12651318965
603830000000000,174.854,828.792,585.284,12595208052
603570000000000,189.346,72.8552,280.574,12588048572
602970000000000,960.26,977.155,113.376,12706095600
602940000000000,313.137,497.094,301,12610729074
602870000000000,139.359,758.262,314.29,12594464676
602300000000000,173.542,309.082,901.916,12590737579
601670000000000,712.922,217.969,203.621,12662967454
601380000000000,723.452,704.709,648.492,12667774538
601210000000000,795.813,52.9276,260.881,12670339789
600990000000000,538.623,892.348,994.533,12651426179
600830000000000,945.343,968.52,813.019,12706517398
599760000000000,504.685,149.858,808.987,12635333487
599670000000000,669.263,434.325,102.5,12665185521
599560000000000,847.523,829.069,509.969,12687038249
599170000000000,747.45,187.171,647.341,12671707108
598950000000000,539.717,468.458,769.71,12647398025
598260000000000,148.494,565.225,576.694,12592301119
598010000000000,922.772,472.415,682.633,12692860399
597910000000000,952.214,622.222,77.357,12703317085
597820000000000,751.983,14.53,173.57,12670303584
597560000000000,155.565,184.699,283.795,12588637012
597320000000000,47.569,585.267,735.713,12574390077
597280000000000,969.716,9.84106,419.086,12697764473
596840000000000,432.639,536.218,543.819,12629452435
596550000000000,354.327,150.08,967.464,12616862613
596140000000000,565.763,749.258,761.127,12649611990
596130000000000,956.551,696.836,119.096,12703878085
595860000000000,696.643,325.345,481.078,12664295533
595400000000000,4.07819,860.375,8.84812,12576242061
595240000000000,489.74,934.977,201.725,12641864532
594460000000000,803.479,665.082,209.953,12685157691
594400000000000,214.255,74.507,527.188,12597427805
594380000000000,675.882,131.135,695.036,12662649012
594180000000000,872.608,887.94,468.613,12696690859
594130000000000,549.023,974.883,957.397,12651958088
594070000000000,578.387,39.8376,917.463,12643434831
593930000000000,712.094,816.656,566.237,12668304782
593790000000000,913.152,841.038,742.178,12696282923
593600000000000,155.802,661.053,952.689,12593682749
593440000000000,540.345,832.263,364.913,12650518243
592790000000000,498.911,211.794,829.347,12635913726
592700000000000,815.883,432.811,848.392,12683254850
591390000000000,577.463,155.572,997.63,12644614827
591380000000000,970.5,796.81,985.285,12704931681
590980000000000,661.364,133.131,336.007,12653350280
590830000000000,908.326,911.219,852.601,12696868423
590820000000000,115.96,337.725,357.868,12581109280
590750000000000,754.176,60.1788,670.619,12670616984
590380000000000,21.2048,361.801,676.574,12571974814
590110000000000,329.153,589.677,586.401,12611452764
589880000000000,431.589,413.887,891.949,12628470442
589520000000000,886.092,24.9673,459.229,12688652679
589240000000000,996.414,671.755,444.945,12703495662
589070000000000,280.92,738.098,464.385,12612529775
588490000000000,103.913,188.423,485.774,12580008548
588450000000000,575.859,739.636,752.801,12649613250
588070000000000,151.74,581.39,315.575,12592712915
588060000000000,159.137,54.6744,512.719,12587609697
587990000000000,617.525,435.149,524.371,12655761861
587680000000000,152.361,193.087,492.061,12589355215
587620000000000,608.543,565.904,118.882,12656660829
587370000000000,919.559,532.129,247.169,12693187770
586970000000000,761.349,954.226,819.488,12679229826
586890000000000,95.0495,8.82067,425.681,12578211505
586760000000000,879.79,780.795,154.049,12695407343
586420000000000,139.139,25.319,817.831,12587754423
586270000000000,122.708,179.237,716.888,12579568132
585990000000000,982.276,705.515,966.637,12704332750
585920000000000,681.37,893.396,200.774,12669214603
585580000000000,980.038,95.5407,740.427,12698520034
585430000000000,514.006,682.983,533.404,12640354459
585140000000000,652.69,88.1797,775.071,12653024613
585020000000000,121.752,76.8707,770.245,12578986016
584820000000000,289.687,515.211,53.1361,12610544670
584090000000000,47.2112,818.164,802.724,12576677934
583650000000000,242.985,899.167,178.864,12604829049
583610000000000,601.784,34.7916,840.198,12652486670
583150000000000,213.44,687.332,138.855,12602485944
583110000000000,286.12,911.471,949.29,12614500111
583100000000000,343.119,434.971,10.5251,12619240867
582750000000000,931.3,156.162,881.895,12690067275
581590000000000,843.233,123.518,839.439,12680384103
580380000000000,745.328,434.298,138.669,12673760130
580350000000000,747.927,287.078,893.585,12673075754
580330000000000,93.579,657.692,301.116,12584020711
580320000000000,88.0085,958.876,344.204,12586962988
580210000000000,552.354,207.637,41.1521,12644653754
579790000000000,680.378,361.533,106.974,12664045121
579510000000000,25.1561,211.156,563.868,12570729548
579370000000000,794.028,220.715,172.902,12672040103
578450000000000,258.42,602.24,515.999,12602128018
578320000000000,388.944,677.877,0.1848,12620968061
578150000000000,940.229,847.03,152.918,12705043751
577280000000000,682.472,919.991,671.98,12669479494
577100000000000,629.908,496.066,104.605,12656088018
576660000000000,562.107,358.462,93.8445,12645831637
576610000000000,519.638,49.221,903.118,12634254694
576610000000000,26.7097,155.198,72.8685,12569878480
576410000000000,292.958,116.462,498.147,12606730371
576180000000000,529.415,447.509,760.005,12638204348
576160000000000,276.747,462.424,812.545,12610435975
575640000000000,847.725,587.82,426.279,12684738189
575350000000000,172.693,498.886,405.729,12591622433
575310000000000,944.912,770.174,1.72793,12704401034
574530000000000,934.014,206.792,995.837,12690701184
574100000000000,171.103,186.349,516.548,12589354596
573820000000000,663.4,351.17,285.815,12655050433
573430000000000,850.682,483.75,135.546,12683431158
572830000000000,431.474,407.093,890.218,12628469553
572570000000000,876.546,720.529,814.824,12695176031
572180000000000,696.452,920.979,517.751,12669389284
572130000000000,600.62,474.513,254.489,12656194822
571380000000000,796.57,888.001,130.309,12678278113
570470000000000,725.076,621.6,537.943,12667166820
570010000000000,514.857,111.846,6.16089,12634329226
569870000000000,965.413,914.98,12.2647,12705496920
569640000000000,578.975,491.661,452.974,12647178082
569150000000000,80.9222,563.652,738.09,12583674877
569100000000000,32.4894,443.519,764.462,12573244854
568850000000000,546.643,936.937,988.326,12651991108
568820000000000,35.1893,170.556,645.423,12570212543
568070000000000,383.755,406.514,906.119,12619163507
568060000000000,313.63,399.527,860.483,12609854376
567960000000000,308.91,828.397,975.946,12613991562
567870000000000,206.31,167.443,953.066,12598235172
567750000000000,85.6367,294.341,846.703,12580811260
567690000000000,36.7714,531.135,858.308,12573832010
567650000000000,399.791,700.746,763.684,12621971018
567410000000000,593.608,439.707,983.774,12646922980
566690000000000,744.492,924.665,41.2117,12678226268
566280000000000,945.122,980.771,835.87,12706550397
566240000000000,177.482,152.018,789.989,12588927188
565990000000000,886.181,886.912,280.393,12696556997
565940000000000,601.75,959.492,110.661,12660609971
565880000000000,95.989,113.762,611.483,12578909766
565510000000000,719.361,990.004,908.488,12670161525
565420000000000,239.936,419.881,901.723,12600586750
565330000000000,988.992,783.354,775.092,12704828148
564970000000000,124.559,871.988,211.863,12585695769
564680000000000,416.083,921.348,672.456,12632984271
564650000000000,789.601,828.074,382.788,12677851214
564580000000000,320.43,462.647,893.158,12610472411
564460000000000,225.54,492.043,262.962,12600805757
564160000000000,88.4274,503.351,466.037,12582940413
563650000000000,58.7746,215.217,634.699,12570797859
563480000000000,881.434,868.408,522.27,12696169825
563210000000000,591.421,518.798,214.722,12647638763
563120000000000,250.569,109.642,158.921,12597206719
562840000000000,736.129,58.1977,607.605,12670584919
562750000000000,481.135,257.826,290.549,12636231835
562610000000000,361.483,243.49,453.379,12617698895
562510000000000,937.235,652.772,421.047,12703494342
561700000000000,676.703,141.189,718.326,12662649454
561350000000000,175.746,26.41,696.77,12587686450
561180000000000,87.3376,420.907,484.945,12581769653
560620000000000,447.233,529.431,30.7678,12629132186
560180000000000,575.699,538.608,350.248,12647737775
560020000000000,286.633,440.001,201.914,12610078554
559910000000000,800.383,554.634,501.701,12675141908
559870000000000,993.895,369.601,264.909,12700562352
559840000000000,120.099,79.7502,770.831,12578986243
559790000000000,847.669,290.993,619.984,12681998848
559720000000000,49.841,259.893,761.643,12571424141
559110000000000,955.596,89.4942,740.225,12698513918
558990000000000,384.666,563.189,472.6,12620652194
558940000000000,125.47,505.117,516.958,12582976877
558780000000000,716.993,60.7733,218.243,12661283247
558520000000000,596.215,134.687,363.004,12644253681
558460000000000,431.05,521.292,988.632,12629667717
558290000000000,330.652,286.445,947.733,12608758630
557830000000000,518.966,526.197,398.187,12638586892
557830000000000,120.12,942.073,170.632,12586824656
557770000000000,200.333,411.803,482.677,12600329849
557500000000000,624.709,157.148,293.368,12653325573
556760000000000,693.614,433.889,608.037,12665002418
556430000000000,622.9,64.3139,360.597,12652807829
556280000000000,783.956,93.9698,341.634,12670977612
556040000000000,976.187,878.297,387.349,12705700704
555830000000000,753.515,412.73,974.504,12674222704
555720000000000,345.382,156.579,125.078,12616359352
555700000000000,299.638,94.4855,516.414,12606767704
555200000000000,519.665,433.06,890.163,12637698232
555170000000000,584.595,951.866,517.45,12651744647
555140000000000,123.043,116.174,165.067,12578608036
555110000000000,271.499,158.441,858.626,12607533551
555030000000000,911.311,876.772,83.9441,12696449095
554960000000000,526.576,939.932,969.191,12642891584
554790000000000,747.41,384.187,177.671,12673788261
554690000000000,341.027,572.916,763.905,12620825479
553580000000000,671.207,812.919,864.919,12668447681
553170000000000,22.891,168.175,208.242,12569954556
553160000000000,40.0148,588.324,722.814,12574327387
552900000000000,195.667,447.24,152.212,12591471815
552730000000000,290.036,730.862,356.842,12612463440
552490000000000,58.0349,762.015,197.43,12575775771
552250000000000,520.497,908.118,499.576,12642039589
552150000000000,137.719,326.261,856.847,12590700830
551960000000000,121.421,206.188,479.393,12580009294
551680000000000,572.108,265.933,365.803,12645403431
551580000000000,663.922,629.611,779.269,12657620459
551410000000000,613.164,520.823,350.673,12656805295
551400000000000,928.225,217.974,929.157,12690667265
551340000000000,963.314,484.128,84.5629,12701598328
551270000000000,748.621,886.748,439.626,12678453084
551200000000000,133.508,726.93,201.32,12584536958
551140000000000,386.934,602.781,640.769,12620766636
550690000000000,214.933,281.602,443.066,12599154248
548840000000000,419.018,684.862,148.97,12630365670
548350000000000,149.734,505.743,97.5455,12592023669
548340000000000,878.943,184.03,995,12690160859
548160000000000,505.593,109.79,493.851,12634618272
547960000000000,281.135,223.964,778.095,12608076065
547880000000000,690.504,177.74,78.4562,12662328213
547870000000000,452.618,546.174,98.321,12629164256
547760000000000,942.805,4.25665,848.3,12698012736
547340000000000,410.895,376.514,518.301,12628255015
547140000000000,855.15,565.264,529.066,12684256891
547120000000000,879.763,541.147,808.318,12693525873
546950000000000,688.739,677.277,232.658,12666987447
546640000000000,622.461,526.113,909.189,12657126553
546570000000000,852.354,682.372,772.502,12685476565
546560000000000,97.9912,310.263,716.612,12581329700
546540000000000,390.26,978.747,616.265,12624176194
546330000000000,418.406,871.541,145.277,12632087731
546210000000000,518.885,375.378,101.236,12637249872
546180000000000,69.2762,426.271,442.588,12581733273
546100000000000,270.655,852.687,520.831,12613686905
546000000000000,846.145,717.633,824.304,12686116431
545880000000000,439.115,392.115,862.827,12628438261
545580000000000,253.903,849.625,748.222,12604580398
545510000000000,812.112,224.297,952.567,12681572374
545460000000000,333.53,114.408,249.082,12606580564
544890000000000,930.588,10.9012,126.477,12688466788
544370000000000,488.151,231.734,517.484,12635734288
544360000000000,936.568,314.893,572.791,12700741277
544110000000000,814.713,21.1215,98.1886,12679366133
543910000000000,490.853,329.224,793.301,12637072251
543730000000000,93.6638,869.226,827.256,12586058985
543580000000000,808.559,66.1652,284.589,12680053671
543360000000000,436.695,516.505,587.758,12629486677
543210000000000,52.8663,488.818,712.315,12573208483
543030000000000,200.917,224.241,342.286,12598460022
543000000000000,939.942,732.951,378.697,12704022383
542980000000000,63.6573,664.065,876.425,12575008147
542640000000000,28.2398,399.43,241.516,12572332452
542430000000000,810.039,540.123,332.059,12684119588
542160000000000,540.663,200.732,221.922,12644759031
541290000000000,157.781,544.259,968.891,12592533031
541210000000000,498.475,294.308,945.242,12636598017
541130000000000,574.387,326.177,660.551,12646162420
540520000000000,10.4671,795.691,155.697,12575741286
540520000000000,37.4877,549.935,171.873,12573466716
540180000000000,444.008,572.823,799.882,12630174514
539790000000000,347.458,444.38,29.6645,12619237620
539030000000000,392.948,518.192,458.503,12620079699
538870000000000,863.344,316.482,907.827,12682139282
538850000000000,353.83,531.639,300.613,12620036192
