mvir,x,y,z
1.52E+13,437.274,402.594,148.041
1.52E+13,386.479,633.273,453.606
1.52E+13,454.83,335.164,508.914
1.52E+13,285.034,235.928,694.547
1.52E+13,513.314,142.979,441.534
1.52E+13,571.91,918.017,342.374
1.52E+13,917.597,177.897,429.371
1.52E+13,634.813,342.033,501.334
1.52E+13,924.201,829.425,444.304
1.52E+13,996.108,895.801,594.659
1.52E+13,777.567,275.934,79.9357
1.52E+13,753.235,959.032,387.402
1.52E+13,798.693,773.133,6.40299
1.52E+13,945.496,57.9875,804.523
1.52E+13,988.853,608.932,65.0633
1.52E+13,65.9317,335.803,785.456
1.52E+13,27.2753,768.843,120.692
1.52E+13,116.017,86.4467,765.326
1.52E+13,127.138,745.274,914.329
1.52E+13,223.308,184.524,777.704
1.52E+13,392.941,144.99,701.123
1.52E+13,53.5075,615.591,380.577
1.52E+13,155.199,323.908,887.493
1.52E+13,358.264,748.631,686.51
1.52E+13,342.801,903.082,187.669
1.52E+13,193.877,435.045,371.696
1.52E+13,113.244,434.922,440.389
1.52E+13,297.44,758.692,298.067
1.52E+13,660.491,44.4863,444.483
1.52E+13,320.788,295.35,841.278
1.52E+13,353.073,963.135,468.552
1.52E+13,382.759,423.549,170.677
1.52E+13,687.902,985.91,962.566
1.52E+13,414.158,94.0214,293.128
1.52E+13,457.515,341.415,249.179
1.52E+13,446.162,334.639,293.696
1.52E+13,464.925,363.213,370.462
1.52E+13,815.936,718.929,918.094
1.52E+13,880.237,863.981,121.464
1.52E+13,582.186,992.534,749.046
1.52E+13,778.552,70.4833,491.742
1.52E+13,747.319,382.191,925.752
1.52E+13,796.18,961.411,7.55567
1.52E+13,856.474,379.402,463.431
1.52E+13,963.106,15.6782,267.033
1.52E+13,919.038,406.878,797.805
1.52E+13,805.614,708.114,397.013
1.52E+13,26.223,991.816,230.979
1.52E+13,158.723,98.0673,874.097
1.52E+13,486.397,242.395,964.98
1.52E+13,107.211,421.498,811.728
1.52E+13,139.98,673.175,834.83
1.52E+13,274.549,978.052,399.058
1.52E+13,311.119,583.069,348.032
1.52E+13,551.791,856.222,386.911
1.52E+13,261.294,761.411,408.107
1.52E+13,302.986,179.168,931.089
1.52E+13,375.05,315.714,323.403
1.52E+13,515.367,226.321,515.031
1.52E+13,445.053,829.036,852.536
1.52E+13,557.912,876.217,852.468
1.52E+13,589.394,105.088,638.395
1.52E+13,397.002,485.03,851.975
1.52E+13,818.908,612.156,50.1526
1.52E+13,651.241,495.058,549.713
1.52E+13,685.082,878.414,280.267
1.52E+13,742.667,207.205,535.589
1.52E+13,683.689,962.553,784.007
1.52E+13,521.145,347.519,537.83
1.52E+13,782.514,640.564,652.208
1.52E+13,870.875,600.532,216.568
1.52E+13,926.494,484.674,454.477
1.52E+13,898.26,647.946,868.468
1.52E+13,949.41,133.653,250.043
1.52E+13,701.489,414.217,319.447
1.52E+13,922.04,976.315,418.159
1.52E+13,264.945,543.613,229.963
1.52E+13,78.7003,394.798,823.561
1.52E+13,270.399,675.174,812.342
1.52E+13,271.072,862.469,238.441
1.52E+13,223.881,960.566,604.328
1.52E+13,21.6182,207.047,846.909
1.52E+13,79.0849,838.596,862.774
1.52E+13,141.978,415.19,547.015
1.52E+13,101.44,331.072,828.904
1.52E+13,419.202,127.527,752.085
1.52E+13,456.309,124.404,411.191
1.52E+13,169.289,584.142,859.324
1.52E+13,193.144,789.549,184.25
1.52E+13,282.023,332.946,84.0077
1.52E+13,196.698,478.337,45.0925
1.52E+13,272.911,188.482,504.357
1.52E+13,250.734,185.933,779.596
1.52E+13,555.619,509.613,552.098
1.52E+13,595.516,620.287,368.851
1.52E+13,558.232,743.129,251.263
1.52E+13,288.976,693.381,128.78
1.52E+13,176.63,765.592,706.899
1.52E+13,368.46,525.744,4.37802
1.52E+13,372.213,107.796,167.366
1.52E+13,595.922,467.492,685.224
1.52E+13,804.455,754.402,612.618
1.52E+13,313.895,895.339,584.371
1.52E+13,718.757,34.8459,0.66316
1.52E+13,513.611,982.197,511.949
1.52E+13,798.342,348.936,129.304
1.52E+13,794.028,477.177,782.269
1.52E+13,752.323,417.916,983.14
1.52E+13,557.043,185.9,746.694
1.52E+13,713.295,968.1,123.433
1.52E+13,932.307,786.375,72.6022
1.52E+13,920.457,616.322,675.762
1.52E+13,829.769,288.779,14.8067
1.52E+13,60.1066,239.988,956.917
1.52E+13,87.6029,54.2601,106.128
1.52E+13,215.338,976.31,702.041
1.52E+13,198.887,817.516,665.324
1.52E+13,165.218,615.95,17.7944
1.52E+13,269.305,898.381,945.342
1.52E+13,284.911,586.574,251.4
1.52E+13,509.879,173.494,901.93
1.52E+13,574.91,135.224,934.364
1.52E+13,370.758,216.313,390.077
1.52E+13,367.848,638.521,464.223
1.52E+13,345.489,387.872,866.243
1.52E+13,492.269,739.131,999.895
1.52E+13,467.444,571,752.08
1.52E+13,464.308,710.616,185.887
1.52E+13,251.202,880.625,226.702
1.52E+13,473.167,943.492,54.9216
1.52E+13,377.336,203.467,842.831
1.52E+13,531.375,294.367,402.022
1.52E+13,568.199,495.838,766.061
1.52E+13,331.112,774.156,189.057
1.52E+13,806.167,992.323,751.281
1.52E+13,622.814,473.226,375.288
1.52E+13,617.983,404.412,331.892
1.52E+13,717.545,62.8224,541.966
1.52E+13,784.262,133.619,669.688
1.52E+13,742.278,709.711,382.774
1.52E+13,789.251,768.87,594.734
1.52E+13,981.663,58.5263,777.838
1.52E+13,700.24,90.6133,671.775
1.52E+13,986.614,838.51,78.0702
1.52E+13,964.432,765.4,297.11
1.52E+13,923.403,633.54,310.093
1.52E+13,882.853,54.8117,167.585
1.52E+13,393.431,976.449,590.571
1.52E+13,41.5095,902.085,205.662
1.52E+13,176.913,577.578,642.543
1.52E+13,170.436,589.471,640.093
1.52E+13,276.351,102.814,628.581
1.52E+13,284.336,447.739,35.8752
1.52E+13,207.867,546.047,419.112
1.52E+13,438.423,985.206,11.9756
1.52E+13,203.684,193.797,515.374
1.52E+13,214.59,508.01,322.394
1.52E+13,360.752,352.402,131.119
1.52E+13,494.741,145.099,539.069
1.52E+13,486.454,584.508,612.588
1.52E+13,464.829,688.252,388.007
1.52E+13,459.629,953.068,636.775
1.52E+13,513.15,482.435,785.905
1.52E+13,437.134,743.273,792.279
1.52E+13,456.73,90.4061,463.037
1.52E+13,650.477,336.965,597.602
1.52E+13,687.151,745.448,161.53
1.52E+13,651.643,267.575,579.853
1.52E+13,693.054,626.027,217.273
1.52E+13,783.347,4.68797,100.122
1.52E+13,734.882,657.626,257.113
1.52E+13,523.92,586.983,286.863
1.52E+13,719.363,618.572,723.312
1.52E+13,842.882,157.981,309.752
1.52E+13,843.659,996.526,344.01
1.52E+13,934.31,121.076,133.357
1.52E+13,167.792,65.0871,129.04
1.52E+13,151.375,206.216,617.441
1.52E+13,177.463,328.588,835.772
1.52E+13,264.74,600.664,498.774
1.52E+13,23.3485,948.161,672.245
1.52E+13,331.378,547.122,962.91
1.52E+13,97.1235,833.593,685.21
1.52E+13,159.218,917.324,119.625
1.52E+13,192.699,484.588,65.2518
1.52E+13,229.723,184.332,710.096
1.52E+13,53.7064,77.3581,698.646
1.52E+13,240.361,294.807,514.407
1.52E+13,328.211,164.568,884.646
1.52E+13,387.923,327.382,935.236
1.52E+13,608.749,482.461,634.505
1.52E+13,480.949,240.162,514.077
1.52E+13,491.492,371.577,801.839
1.52E+13,851.696,225.198,79.9191
1.52E+13,652.18,15.3102,568.276
1.52E+13,766.501,208.2,270.815
1.52E+13,519.484,842.166,634.443
1.52E+13,880.232,759.303,192.451
1.52E+13,878.127,503.83,478.78
1.52E+13,970.02,241.495,782.054
1.52E+13,971.698,207.908,39.6906
1.52E+13,662.04,729.943,773.855
1.52E+13,830.572,678.208,622.59
1.52E+13,827.713,956.721,5.53136
1.52E+13,743.888,338.026,583.293
1.52E+13,972.461,795.096,28.3282
1.52E+13,68.1145,220.524,973.875
1.52E+13,231.341,184.203,858.637
1.52E+13,43.9308,404.073,258.525
1.52E+13,49.7473,64.9788,815.418
1.52E+13,467.23,99.4096,273.965
1.52E+13,230.032,772.485,200.178
1.52E+13,233.807,157.572,111.804
1.52E+13,245.267,714.952,722.779
1.52E+13,610.975,28.2048,153.954
1.52E+13,182.373,385.425,487.957
1.52E+13,126.638,550.078,379.864
1.52E+13,392.092,914.783,202.222
1.52E+13,347.76,713.908,321.037
1.52E+13,440.783,688.923,474.827
1.52E+13,881.983,209.727,711.752
1.52E+13,801.857,416.538,777.997
1.52E+13,829.037,604.026,904.841
1.52E+13,469.756,909.763,309.522
1.52E+13,654.834,502.903,505.821
1.52E+13,966.948,288.078,747.036
1.52E+13,831.223,399.849,466.658
1.52E+13,285.434,566.959,850.577
1.52E+13,120.67,211.534,953.276
1.52E+13,139.558,180.055,253.637
1.52E+13,151.028,349.21,298.029
1.52E+13,48.8404,154.549,324.689
1.52E+13,118.751,763.971,325.811
1.52E+13,389.863,677.545,749.109
1.52E+13,190.169,536.428,943.831
1.52E+13,465.958,259.136,792.811
1.52E+13,197.308,729.883,999.637
1.52E+13,489.168,17.3426,382.48
1.52E+13,703.15,688.158,233.079
1.52E+13,405.037,818.019,846.735
1.52E+13,220.147,818.278,485.192
1.52E+13,424.504,621.887,948.195
1.52E+13,921.953,47.3383,990.104
1.52E+13,671.475,941.992,751.761
1.52E+13,674.13,786.05,61.6258
1.52E+13,706.688,789.087,545.701
1.52E+13,511.151,492.6,947.188
1.52E+13,842.177,171.608,2.63585
1.52E+13,859.253,645.155,482.961
1.52E+13,887.273,903.351,204.853
1.52E+13,998.946,541.19,900.773
1.52E+13,123.541,974.094,81.6461
1.52E+13,205.721,568.738,304.631
1.52E+13,288.471,565.168,683.596
1.52E+13,47.625,75.6691,587.451
1.52E+13,367.273,423.908,42.3253
1.52E+13,16.8476,724.495,208.578
1.52E+13,251.49,688.687,330.836
1.52E+13,552.725,432.632,867.324
1.52E+13,218.435,621.648,105.714
1.52E+13,580.459,894.906,984.382
1.52E+13,320.09,693.193,885.258
1.52E+13,307.76,158.945,318.022
1.52E+13,395.895,271.927,640.861
1.52E+13,310.843,374.207,270.984
1.52E+13,494.105,121.979,456.006
1.52E+13,496.187,664.436,318.468
1.52E+13,378.556,890.305,266.88
1.52E+13,468.583,83.4704,713.803
1.52E+13,542.697,4.66969,663.394
1.52E+13,546.43,43.6457,659.495
1.52E+13,576.142,247.251,704.479
1.52E+13,547.759,663.766,185.773
1.52E+13,534.72,88.3089,329.835
1.52E+13,676.433,558.73,801.329
1.52E+13,645.724,855.442,231.819
1.52E+13,694.373,430.846,966.881
1.52E+13,646.247,439.749,200.477
1.52E+13,609.371,805.264,949.771
1.52E+13,717.958,877.036,382
1.52E+13,861.291,155.929,591.849
1.52E+13,610.503,11.1496,858.388
1.52E+13,816.1,58.7245,792.627
1.52E+13,822.071,581.285,226.865
1.52E+13,802.622,745.001,939.044
1.52E+13,876.11,611.804,997.33
1.52E+13,178.905,160.528,394.199
1.52E+13,219.245,394.218,601.423
1.52E+13,54.9165,492.418,82.0036
1.52E+13,253.468,853.98,612.631
1.52E+13,42.7845,34.352,759.894
1.52E+13,189.306,295.326,202.424
1.52E+13,495.328,218.652,909.018
1.52E+13,295.59,646.408,787.412
1.52E+13,275.527,43.4924,225.272
1.52E+13,384.731,191.072,306.003
1.52E+13,212.744,325.556,214.104
1.52E+13,188.217,353.79,894.263
1.52E+13,600.581,216.555,585.965
1.52E+13,491.787,708.048,705.121
1.52E+13,453.044,889.75,827.433
1.52E+13,471.327,807.302,631.6
1.52E+13,327.479,354.099,412.158
1.52E+13,543.46,629.661,617.673
1.52E+13,606.343,47.471,161.362
1.52E+13,959.593,23.1579,635.353
1.52E+13,633.151,390.807,295.667
1.52E+13,613.385,908.597,460.949
1.52E+13,706.766,253.379,102.271
1.52E+13,705.007,990.238,374.097
1.52E+13,732.074,592.842,404.297
1.52E+13,740.577,926.672,423.893
1.52E+13,836.419,707.706,144.332
1.52E+13,883.818,871.129,102.942
1.52E+13,856.01,501.308,578.942
1.52E+13,792.289,61.6938,784.485
1.52E+13,969.854,899.767,872.859
1.52E+13,997.954,704.014,389.574
1.52E+13,839.911,351.954,18.673
1.52E+13,911.175,325.721,441.708
1.52E+13,71.3659,386.27,652.515
1.52E+13,83.4748,725.83,295.866
1.52E+13,108.967,592.915,951.928
1.52E+13,16.8624,998.835,248.791
1.52E+13,368.909,973.668,824.764
1.52E+13,91.4827,950.698,808.275
1.52E+13,153.958,22.2755,849.088
1.52E+13,103.355,568.25,918.139
1.52E+13,240.024,590.789,584.201
1.52E+13,225.812,162.041,723.008
1.52E+13,208.631,717.896,751.713
1.52E+13,218.24,825.741,136.672
1.52E+13,363.457,484.114,106.455
1.52E+13,201.257,901.071,804.406
1.52E+13,237.851,834.636,673.855
1.52E+13,306.704,956.262,325.086
1.52E+13,374.134,916.451,588.264
1.52E+13,226.952,208.936,128.482
1.52E+13,266.077,249.93,368.621
1.52E+13,406.322,145.748,343.399
1.52E+13,521.47,359.963,564.682
1.52E+13,233.845,880.043,422.335
1.52E+13,458.744,546.449,271.343
1.52E+13,448.191,653.584,912.883
1.52E+13,873.888,670.683,733.632
1.52E+13,423.533,385.708,866.307
1.52E+13,410.337,546.804,70.9245
1.52E+13,741.773,404.39,296.375
1.52E+13,623.799,814.212,505.807
1.52E+13,843.317,79.4959,268.269
1.52E+13,609.369,145.555,664.001
1.52E+13,857.021,840.055,46.4853
1.52E+13,880.625,839.29,98.388
1.52E+13,920.084,215.701,959
1.52E+13,964.917,807.066,143.016
1.52E+13,980.993,362.951,561.535
1.52E+13,852.977,648.312,298.61
1.52E+13,937.936,933.454,821.543
1.52E+13,33.3939,282.484,815.036
1.52E+13,122.92,775.176,656.874
1.52E+13,33.0601,110.809,872.739
1.52E+13,150.436,6.83859,310.287
1.52E+13,157.788,277.889,801.685
1.52E+13,492.225,131.162,180.602
1.52E+13,52.0461,87.5479,867.553
1.52E+13,284.236,627.171,84.7236
1.52E+13,398.81,352.124,731.057
1.52E+13,341.44,776.978,744.641
1.52E+13,435.328,488.893,664.871
1.52E+13,347.565,586.811,726.051
1.52E+13,466.414,1.75871,258.287
1.52E+13,431.19,578.458,190.173
1.52E+13,553.602,26.7729,114.635
1.52E+13,548.127,950.282,709.355
1.52E+13,679.196,224.894,194.247
1.52E+13,348.914,683.426,247.102
1.52E+13,506.566,945.846,365.519
1.52E+13,659.94,568.932,450.758
1.52E+13,604.133,990.507,149.627
1.52E+13,702.315,131.862,979.781
1.52E+13,753.419,294.517,528.175
1.52E+13,858.704,183.251,795.788
1.52E+13,708.689,664.838,733.059
1.52E+13,888.124,810.408,321.639
1.52E+13,989.428,828.451,767.013
1.52E+13,958.267,414.872,113.111
1.52E+13,904.995,772.829,630.642
1.52E+13,37.363,324.794,444.336
1.52E+13,79.5863,316.177,578.596
1.52E+13,51.2694,296.33,611.157
1.52E+13,17.2712,182.574,453.001
1.52E+13,4.65873,523.692,364.102
1.52E+13,50.1912,891.696,817.335
1.52E+13,271.486,50.2025,4.08333
1.52E+13,172.002,947.263,771.852
1.52E+13,228.121,170.37,852.191
1.52E+13,474.475,836.065,678.184
1.52E+13,175.675,744.495,124.299
1.52E+13,255.104,238.552,181.639
1.52E+13,382.754,228.374,993.345
1.52E+13,385.619,8.01262,387.689
1.52E+13,171.181,179.985,724.591
1.52E+13,374.078,924.027,243.085
1.52E+13,265.353,949.702,940.879
1.52E+13,122.597,547.795,639.083
1.52E+13,448.113,156.887,253.784
1.52E+13,103.931,789.031,77.4324
1.52E+13,717.066,26.2874,844.703
1.52E+13,730.014,239.762,207.411
1.52E+13,578.566,38.3764,657.625
1.52E+13,634.124,284.185,923.437
1.52E+13,625.123,132.135,834.268
1.52E+13,551.127,932.871,476.041
1.52E+13,653.166,102.125,765.834
1.52E+13,604.337,608.072,552.426
1.52E+13,642.796,678.858,242.624
1.52E+13,631.632,820.924,622.534
1.52E+13,742.112,254.395,612.073
1.52E+13,545.573,536.915,565.605
1.52E+13,739.651,912.272,640.288
1.52E+13,687.544,80.6443,330.203
1.52E+13,804.056,803.582,695.169
1.52E+13,733.124,950.71,375.97
1.52E+13,857.9,899.385,746.804
1.52E+13,870.336,767.496,602.624
1.52E+13,934.002,100.916,727.033
1.52E+13,935.27,645.679,163.515
1.52E+13,984.884,711.938,665.098
1.52E+13,889.981,281.141,679.199
1.52E+13,75.2951,16.6804,938.08
1.52E+13,49.7686,947.807,428.498
1.52E+13,121.443,537.961,586.794
1.52E+13,162.735,734.806,72.74
1.52E+13,75.4343,17.8612,934.626
1.52E+13,100.896,880.705,360.166
1.52E+13,252.991,464.475,458.757
1.52E+13,257,240.016,262.274
1.52E+13,203.732,363.301,919.259
1.52E+13,265.948,582.251,472.985
1.52E+13,625.014,54.5547,28.0423
1.52E+13,186.885,479.845,142.05
1.52E+13,419.384,408.222,680.536
1.52E+13,377.56,533.241,674.467
1.52E+13,475.933,77.58,563.095
1.52E+13,454.342,616.51,241.851
1.52E+13,442.336,191.192,981.588
1.52E+13,455.524,680.26,704.42
1.52E+13,482.879,251.098,69.6234
1.52E+13,481.073,579.444,12.1502
1.52E+13,504.193,135.334,91.1824
1.52E+13,555.372,585.342,591.465
1.52E+13,535.384,520.911,279.512
1.52E+13,649.285,519.94,791.632
1.52E+13,449.277,196.433,937.738
1.52E+13,611.303,455.783,218.588
1.52E+13,798.021,9.17833,24.2418
1.52E+13,714.792,357.682,250.763
1.52E+13,518.199,375.89,639.509
1.52E+13,703.681,503.32,616.454
1.52E+13,818.138,466.748,910.067
1.52E+13,776.016,601.414,981.302
1.52E+13,662.638,888.605,943.429
1.52E+13,934.929,807.297,997.258
1.52E+13,977.658,823.315,463.018
1.52E+13,923.597,352.233,78.3693
1.52E+13,174.464,251.458,186.068
1.52E+13,145.416,273.722,644.403
1.52E+13,143.502,215.662,438.814
1.52E+13,32.4646,902.123,339.358
1.52E+13,87.0023,822.561,397.704
1.52E+13,457.689,286.448,254.291
1.52E+13,242.973,37.2915,255.259
1.52E+13,206.146,619.697,35.107
1.52E+13,272.826,168.997,932.298
1.52E+13,626.344,902.529,78.6332
1.52E+13,536.483,837.472,594.616
1.52E+13,533.168,588.241,711.343
1.52E+13,538.391,776.194,703.008
1.52E+13,506.274,790.73,695.882
1.52E+13,927.338,159.166,439.046
1.52E+13,616.987,322.856,484.094
1.52E+13,652.851,875.042,718.7
1.52E+13,728.6,394.945,259.196
1.52E+13,732.757,793.634,778.144
1.52E+13,754.97,946.469,603.327
1.52E+13,552.359,887.198,587.57
1.52E+13,810.426,83.6627,695.206
1.52E+13,826.683,423.245,341.493
1.52E+13,842.56,19.8365,982.256
1.52E+13,955.635,202.901,962.996
1.52E+13,162.541,225.339,422.6
1.52E+13,88.085,535.508,224.333
1.52E+13,7.49892,469.651,574.034
1.52E+13,213.584,952.361,771.663
1.52E+13,55.7498,786.724,301.872
1.52E+13,90.3149,315.757,237.047
1.52E+13,367.001,519.035,806.49
1.52E+13,57.0303,904.728,787.274
1.52E+13,105.908,881.4,190.313
1.52E+13,436.47,356.045,525.686
1.52E+13,184.933,899.811,333.725
1.52E+13,169.784,637.179,656.102
1.52E+13,397.335,528.817,270.476
1.52E+13,414.398,1.93746,339.467
1.52E+13,354.492,504.96,837.393
1.52E+13,485.369,490.486,756.232
1.52E+13,547.87,50.3491,675.537
1.52E+13,439.683,403.166,847.214
1.52E+13,423.839,682.327,565.081
1.52E+13,585.964,772.857,311.24
1.52E+13,696.251,261.573,924.635
1.52E+13,620.171,699.488,803.053
1.52E+13,702.917,409.686,65.4728
1.52E+13,928.698,684.32,130.936
1.52E+13,966.043,841.753,128.798
1.52E+13,724.046,594.17,114.392
1.52E+13,770.434,216.047,505.687
1.52E+13,554.315,871.038,585.992
1.52E+13,862.606,224.924,799.456
1.52E+13,786.761,866.235,943.304
1.52E+13,872.737,900.321,540.205
1.52E+13,978.351,755.666,520.801
1.52E+13,934.368,993.781,572.121
1.52E+13,864.077,380.675,651.029
1.52E+13,120.958,622.833,86.8405
1.52E+13,478.651,693.421,902.56
1.52E+13,255.746,736.914,231.426
1.52E+13,267.889,438.261,819.158
1.52E+13,317.219,518.142,7.6146
1.52E+13,262.205,766.65,50.2864
1.52E+13,677.823,20.7377,373.747
1.52E+13,376.733,572.018,601.401
1.52E+13,343.182,111.353,761.557
1.52E+13,471.044,93.2913,753.008
1.52E+13,408.572,746.461,824.476
1.52E+13,602.702,207.993,740.615
1.52E+13,621.843,519.263,950.557
1.52E+13,785.098,80.3795,8.19109
1.52E+13,785.259,126.328,188.644
1.52E+13,584.601,557.522,884.009
1.52E+13,847.477,539.382,644.997
1.52E+13,963.499,86.872,683.7
1.52E+13,839.023,985.462,157.263
1.52E+13,965.653,230.271,431.55
1.52E+13,993.575,722.563,6.74578
1.52E+13,960.91,472.94,610.48
1.52E+13,993.368,415.412,258.564
1.52E+13,925.788,803.556,562.439
1.52E+13,47.6752,154.284,48.6393
1.52E+13,52.2191,152.974,312.326
1.52E+13,189.84,37.6237,491.415
1.52E+13,138.992,302.931,612.449
1.52E+13,144.714,465.708,298.165
1.52E+13,51.0634,894.36,393.985
1.52E+13,267.027,52.9148,263.628
1.52E+13,107.956,535.755,10.3307
1.52E+13,206.825,233.551,473.46
1.52E+13,201.195,440.152,930
1.52E+13,236.908,77.6456,967.238
1.52E+13,174.321,922.01,388.15
1.52E+13,308.534,165.071,303.285
1.52E+13,338.148,740.92,595.051
1.52E+13,346.072,627.201,265.935
1.52E+13,394.972,585.008,341.21
1.52E+13,438.713,382.098,797.434
1.52E+13,442.305,128.116,381.197
1.52E+13,421.79,618.183,175.159
1.52E+13,532.729,170.162,773.149
1.52E+13,536.75,809.627,766.09
1.52E+13,537.517,712.792,227.893
1.52E+13,670.065,806.746,620.873
1.52E+13,595.919,522.704,222.696
1.52E+13,706.909,893.934,869.263
1.52E+13,702.726,702.486,399.569
1.52E+13,727.365,700.787,559.671
1.52E+13,849.129,279.62,312.049
1.52E+13,918.136,272.929,692.433
1.52E+13,945.673,250.5,660.779
1.52E+13,966.597,490.221,18.4647
1.52E+13,996.6,30.7225,538.378
1.52E+13,217.286,860.84,242.959
1.52E+13,138.764,77.9671,411.914
1.52E+13,114.222,135.058,608.402
1.52E+13,182.316,754.164,811.457
1.52E+13,467.846,875.912,486.55
1.52E+13,328.125,209.706,132.849
1.52E+13,87.3171,872.265,817.748
1.52E+13,311.809,98.9967,604.826
1.52E+13,349.755,370.739,571.654
1.52E+13,372.738,513.864,628.604
1.52E+13,478.348,290.751,423.894
1.52E+13,585.822,456.589,486.177
1.52E+13,519.446,780.003,906.903
1.52E+13,354.146,860.712,688.919
1.52E+13,569.949,698.711,30.0217
1.52E+13,930.611,35.4011,591.516
1.52E+13,650.548,380.921,896.487
1.52E+13,795.096,104.073,102.533
1.52E+13,793.3,134.109,421.047
1.52E+13,706.7,197.732,860.585
1.52E+13,967.318,998.521,85.5679
1.52E+13,735.879,237.829,894.96
1.52E+13,841.552,308.511,515.532
1.52E+13,943.065,937.973,482.804
1.52E+13,3.4907,27.9973,553.851
1.52E+13,359.678,525.267,761.361
1.52E+13,98.2325,672.986,847.706
1.52E+13,192.312,131.299,341.054
1.52E+13,178.578,310.652,843.032
1.52E+13,135.719,774.205,301.481
1.52E+13,266.223,338.842,210.682
1.52E+13,268.023,494.57,408.716
1.52E+13,47.8113,606.046,315.538
1.52E+13,290.253,517.058,731.326
1.52E+13,310.99,490.277,888.211
1.52E+13,373.884,604.65,648.478
1.52E+13,270.303,877.572,78.0084
1.52E+13,615.112,794.893,373.087
1.52E+13,372.341,433.699,801.257
1.52E+13,475.41,682.344,395.981
1.52E+13,343.278,777.989,847.49
1.52E+13,452.6,247.946,563.352
1.52E+13,794.583,453.827,77.4904
1.52E+13,466.359,804.681,356.719
1.52E+13,552.27,204.508,325.399
1.52E+13,808.51,363.092,325.778
1.52E+13,576.905,961.198,51.7718
1.52E+13,604.747,37.7277,104.984
1.52E+13,748.276,110.954,727.224
1.52E+13,734.567,345.879,56.5937
1.52E+13,924.738,626.968,894.453
1.52E+13,774.122,386.456,205.188
1.52E+13,798.749,570.141,761.749
1.52E+13,816.253,477.679,552.974
1.52E+13,959.089,308.78,899.282
1.52E+13,900.856,842.65,458.101
1.52E+13,829.746,874.917,412.175
1.52E+13,12.9019,741.805,2.61527
1.52E+13,90.425,618.887,303.172
1.52E+13,266.844,187.048,246.924
1.52E+13,274.724,194.965,523.441
1.52E+13,80.7553,253.675,904.3
1.52E+13,11.6215,153.836,743.198
1.52E+13,186.269,56.2023,413.458
1.52E+13,183.215,76.4446,950.641
1.52E+13,447.554,539.036,742.072
1.52E+13,60.6897,168.864,212.442
1.52E+13,245.452,129.637,713.203
1.52E+13,214.297,233.143,290.624
1.52E+13,204.146,610.841,976.805
1.52E+13,571.622,565.371,429.552
1.52E+13,254.383,651.443,84.2044
1.52E+13,347.016,442.116,651.922
1.52E+13,375.238,555.401,729.093
1.52E+13,116.356,968.008,609.77
1.52E+13,441.797,952.368,76.1337
1.52E+13,468.453,943.432,887.326
1.52E+13,468.218,886.477,594.141
1.52E+13,412.873,706.752,479.554
1.52E+13,555.734,123.338,472.496
1.52E+13,554.181,613.862,722.518
1.52E+13,379.759,972.143,342.933
1.52E+13,683.136,257.879,176.178
1.52E+13,681.5,796.698,867.524
1.52E+13,783.628,180.481,638.447
1.52E+13,689.481,422.676,659.812
1.52E+13,684.024,375.716,228.67
1.52E+13,970.606,771.501,299.116
1.52E+13,733.787,28.3155,39.7704
1.52E+13,777.338,397.29,279.403
1.52E+13,711.433,803.495,441.417
1.52E+13,777.731,935.569,804.244
1.52E+13,876.499,908.494,232.816
1.52E+13,162.614,714.74,556.834
1.52E+13,204.458,192.699,795.347
1.52E+13,85.9483,228.278,612.246
1.52E+13,46.3585,411.714,240.454
1.52E+13,29.2481,548.856,512.966
1.52E+13,92.1913,641.673,219.94
1.52E+13,46.4205,961.612,358.35
1.52E+13,439.948,501.993,929.678
1.52E+13,172.217,826.908,124.808
1.52E+13,293.594,431.82,393.408
1.52E+13,128.907,968.725,967.799
1.52E+13,76.0142,147.053,262.686
1.52E+13,572.373,13.335,282.325
1.52E+13,257.428,249.608,814.055
1.52E+13,222.258,811.807,348.669
1.52E+13,563.606,641.316,617.409
1.52E+13,228.933,937.815,837.727
1.52E+13,316.953,384.111,743.616
1.52E+13,315.64,845.966,745.158
1.52E+13,364.004,569.303,297.784
1.52E+13,471.099,32.4333,633.381
1.52E+13,504.362,146.512,866.398
1.52E+13,525.008,779.897,997.077
1.52E+13,444.728,29.4053,47.711
1.52E+13,618.878,257.259,718.132
1.52E+13,635.969,431.337,65.3768
1.52E+13,787.857,13.9474,262.706
1.52E+13,852.149,452.936,812.645
1.52E+13,831.354,542.596,610.72
1.52E+13,974.479,261.187,219.305
1.52E+13,989.996,556.317,139.941
1.52E+13,918.496,241.908,955.063
1.52E+13,781.227,254.301,849.427
1.52E+13,960.352,918.338,347.448
1.52E+13,92.8088,156.565,330.842
1.52E+13,33.9585,768.983,533.145
1.52E+13,184.307,372.375,346.077
1.52E+13,151.776,932.507,709.397
1.52E+13,275.222,147.912,931.013
1.52E+13,72.209,397.039,455.732
1.52E+13,28.1469,503.533,975.905
1.52E+13,349.281,667.358,220.828
1.52E+13,397.883,581.105,837.661
1.52E+13,93.4785,748.971,563.766
1.52E+13,30.5462,742.603,841.518
1.52E+13,328.69,976.351,403.923
1.52E+13,139.458,867.631,308.625
1.52E+13,126.308,971.698,174.338
1.52E+13,157.917,127.352,624.951
1.52E+13,187.706,212.791,111.766
1.52E+13,284.134,415.836,298.292
1.52E+13,581.386,371.848,756.782
1.52E+13,279.398,430.259,549.679
