mvir,x,y,z
1.30E+13,569.764,446.18,592.893
1.30E+13,709.393,613.199,735.333
1.30E+13,842.405,395.314,611.45
1.30E+13,674.572,320.245,479.325
1.30E+13,836.521,275.951,364.13
1.30E+13,678.719,582.262,555.109
1.30E+13,911.546,214.761,7.81993
1.30E+13,913.518,410.036,149.964
1.30E+13,983.76,938.017,280.673
1.30E+13,781.416,230.758,264.662
1.30E+13,901.987,441.912,698.671
1.30E+13,907.834,568.853,18.3029
1.30E+13,978.608,597.114,106.005
1.30E+13,904.072,604.694,929.863
1.30E+13,99.5324,790.818,936.946
1.30E+13,159.671,751.82,718.458
1.30E+13,32.4327,314.412,678.7
1.30E+13,288.639,838.173,164.316
1.30E+13,148.032,24.0713,175.762
1.30E+13,61.2032,467.204,912.156
1.30E+13,104.739,738.779,500.972
1.30E+13,179.076,281.843,866.686
1.30E+13,177.405,327.199,4.95282
1.30E+13,450.98,526.648,559.778
1.30E+13,286.367,399.56,123.755
1.30E+13,148.217,936.507,704.758
1.30E+13,558.423,351.969,424.056
1.30E+13,258.544,981.764,943.304
1.30E+13,349.113,33.3465,422.292
1.30E+13,340.395,420.16,881.562
1.30E+13,332.733,25.5814,790.109
1.30E+13,397.498,368.648,730.555
1.30E+13,484.807,593.98,62.0034
1.30E+13,256.828,293.913,962.96
1.30E+13,440.148,897.994,690.66
1.30E+13,771.387,254.76,827.696
1.30E+13,241.28,465.144,489.656
1.30E+13,446.281,525.941,224.205
1.30E+13,643.432,168.059,583.445
1.30E+13,692.369,877.443,59.4959
1.30E+13,630.1,823.401,146.535
1.30E+13,601.495,912.193,269.891
1.30E+13,603.031,911.866,668.475
1.30E+13,718.399,983.511,400.197
1.30E+13,755.955,170.264,861.718
1.30E+13,874.117,398.118,758.352
1.30E+13,805.518,824.092,296.02
1.30E+13,923.345,240.853,14.1799
1.30E+13,942.296,830.787,834.766
1.30E+13,713.969,942.779,850.809
1.30E+13,930.367,980.98,934.926
1.30E+13,824.091,599.178,486.029
1.30E+13,886.781,597.683,985.781
1.30E+13,16.638,649.958,184.292
1.30E+13,44.5816,708.998,364.199
1.30E+13,107.371,225.576,117.959
1.30E+13,140.307,667.152,921.578
1.30E+13,57.4595,249.174,419.112
1.30E+13,284.841,556.743,551.32
1.30E+13,64.125,111.435,229.683
1.30E+13,62.3588,3.57439,538.61
1.30E+13,35.9208,485.352,523.043
1.30E+13,92.0797,499.402,727.164
1.30E+13,5.74733,381.352,400.68
1.30E+13,112.292,93.9893,804.851
1.30E+13,161.736,630.13,960.422
1.30E+13,469.148,771.649,454.235
1.30E+13,472.692,784.827,345.11
1.30E+13,283.963,64.2511,919.769
1.30E+13,512.127,242.596,910.831
1.30E+13,395.094,121.502,20.9155
1.30E+13,495.258,295.767,68.864
1.30E+13,426.409,453.671,146.085
1.30E+13,407.174,186.21,491.087
1.30E+13,448.484,152.434,857.879
1.30E+13,437.222,266.079,472.732
1.30E+13,434.032,7.76744,850.242
1.30E+13,446.46,384.321,287.622
1.30E+13,465.419,620.637,21.4939
1.30E+13,734.876,749.195,387.955
1.30E+13,518.752,669.801,291.129
1.30E+13,309.995,553.072,472.038
1.30E+13,528.16,248.204,672.259
1.30E+13,817.158,555.485,609.622
1.30E+13,508.91,767.391,392.526
1.30E+13,654.91,539.484,73.2675
1.30E+13,683.797,736.261,852.95
1.30E+13,772.037,360.771,112.563
1.30E+13,772.858,707.058,301.138
1.30E+13,759.146,804.373,295.936
1.30E+13,873.085,397.783,670.727
1.30E+13,856.594,446.724,666.268
1.30E+13,874.74,852.745,968.871
1.30E+13,926.806,77.0037,156.282
1.30E+13,914.358,527.702,48.8026
1.30E+13,988.949,653.044,323.715
1.30E+13,980.514,263.005,641.93
1.30E+13,787.577,499.143,893.61
1.30E+13,949.559,792.815,882.953
1.30E+13,762.561,836.307,452.264
1.30E+13,966.79,605.928,470.539
1.30E+13,827.577,202.869,283.854
1.30E+13,77.3285,401.868,39.0609
1.30E+13,56.9916,616.933,624.674
1.30E+13,125.011,162.699,876.687
1.30E+13,101.347,970.247,892.742
1.30E+13,286.633,152.853,862.055
1.30E+13,281.477,582.57,825.366
1.30E+13,383.096,389.067,655.005
1.30E+13,109.937,184.392,771.004
1.30E+13,336.655,696.004,15.25
1.30E+13,110.957,187.095,14.0286
1.30E+13,165.476,709.979,885.371
1.30E+13,188.802,594.045,120.355
1.30E+13,207.644,244.321,661.41
1.30E+13,330.133,349.503,908.051
1.30E+13,335.849,80.9682,71.5434
1.30E+13,395.307,777.259,356.856
1.30E+13,118.563,589.611,429.679
1.30E+13,314.221,311.316,782.869
1.30E+13,685.067,741.315,469.152
1.30E+13,278.643,189.272,267.49
1.30E+13,440.738,730.609,991.989
1.30E+13,424.419,163.153,918.534
1.30E+13,756.76,615.915,268.313
1.30E+13,775.721,748.746,166.743
1.30E+13,842.392,171.777,274.168
1.30E+13,665.287,193.816,26.2777
1.30E+13,538.722,333.141,576.721
1.30E+13,657.08,344.143,312.176
1.30E+13,808.28,617.577,684.13
1.30E+13,600.636,122.49,460.689
1.30E+13,747.81,14.0744,379.886
1.30E+13,729.791,92.1507,673.704
1.30E+13,627.319,482.24,337.26
1.30E+13,605.129,687.541,624.557
1.30E+13,617.561,412.961,564.832
1.30E+13,730.606,94.525,608.18
1.30E+13,569.364,60.7886,742.578
1.30E+13,927.263,117.13,393.562
1.30E+13,959.347,212.797,811.999
1.30E+13,984.876,573.661,489.311
1.30E+13,961.459,903.065,675.907
1.30E+13,847.139,23.4149,109.682
1.30E+13,833.749,217.011,84.4711
1.30E+13,805.772,914.212,446.815
1.30E+13,2.90553,734.779,629.511
1.30E+13,195.654,899.565,971.16
1.30E+13,264.966,117.534,505.581
1.30E+13,218.818,423.097,193.452
1.30E+13,279.109,443.505,759.305
1.30E+13,96.3817,98.0603,107.267
1.30E+13,335.034,708.209,737.371
1.30E+13,387.563,962.71,87.8733
1.30E+13,109.044,262.144,163.903
1.30E+13,195.89,708.64,594.584
1.30E+13,423.284,556.534,922.665
1.30E+13,118.324,559.522,691.307
1.30E+13,290.369,255.359,924.875
1.30E+13,262.566,989.161,687.718
1.30E+13,242.69,512.807,533.075
1.30E+13,503.462,545.729,598.584
1.30E+13,279.721,862.677,792.387
1.30E+13,229.798,880.056,591.111
1.30E+13,314.729,112.594,631.024
1.30E+13,342.905,428.85,682.301
1.30E+13,407.457,413.98,574.715
1.30E+13,451.834,397.262,546.786
1.30E+13,499.089,656.097,979.197
1.30E+13,324.885,183.126,671.989
1.30E+13,563.143,884.959,682.853
1.30E+13,352.888,952.746,451.947
1.30E+13,609.45,429.729,549.26
1.30E+13,967.684,386.062,828.657
1.30E+13,987.392,406.736,992.504
1.30E+13,964.187,652.783,770.998
1.30E+13,880.936,48.8327,196.027
1.30E+13,714.62,953.044,91.6853
1.30E+13,590.623,492.276,682.506
1.30E+13,790.255,622.154,564.413
1.30E+13,762.263,818.295,517.116
1.30E+13,769.121,665.651,835.552
1.30E+13,856.216,142.521,253.399
1.30E+13,876.102,605.699,969.151
1.30E+13,829.338,766.598,679.165
1.30E+13,683.092,701.983,989.94
1.30E+13,865.221,997.805,335.456
1.30E+13,911.103,60.6606,331.385
1.30E+13,993.527,944.984,167.12
1.30E+13,948.448,969.197,567.081
1.30E+13,44.5413,356.566,408.747
1.30E+13,104.037,459.496,495.06
1.30E+13,194.64,480.215,986.696
1.30E+13,195.893,18.9044,951.245
1.30E+13,24.9103,713.54,675.371
1.30E+13,372.348,699.315,382.26
1.30E+13,106.67,442.386,979.184
1.30E+13,172.823,188.352,870.482
1.30E+13,0.6403,693.161,252.947
1.30E+13,224.183,51.7768,360.046
1.30E+13,169.936,464.395,680.109
1.30E+13,178.38,886.097,299.923
1.30E+13,114.52,642.909,462.407
1.30E+13,252.136,489.617,665.402
1.30E+13,107.522,593.472,973.496
1.30E+13,164.793,820.04,560.952
1.30E+13,334.392,206.564,946.825
1.30E+13,209.861,201.93,825.028
1.30E+13,389.127,312.615,619.544
1.30E+13,314.397,921.14,231.299
1.30E+13,348.563,270.541,511.389
1.30E+13,482.931,323.799,684.227
1.30E+13,365.092,754.936,697.549
1.30E+13,434.841,835.242,1.00566
1.30E+13,413.694,76.7547,652.447
1.30E+13,430.702,955.567,995.956
1.30E+13,588.008,7.68104,221.6
1.30E+13,399.317,693.093,329.825
1.30E+13,889.129,782.827,486.652
1.30E+13,833.703,928.349,718.054
1.30E+13,597.025,883.48,539.558
1.30E+13,996.685,278.734,680.809
1.30E+13,953.737,509.319,578.81
1.30E+13,554.016,42.344,526.284
1.30E+13,778.43,138.086,644.913
1.30E+13,517.598,590.867,230.924
1.30E+13,865.965,643.868,50.5934
1.30E+13,804.775,783.872,696.476
1.30E+13,935.108,42.4559,583.6
1.30E+13,823.204,695.929,649.456
1.30E+13,948.423,97.1602,863.883
1.30E+13,945.13,917.614,771.677
1.30E+13,925.224,619.113,29.4173
1.30E+13,64.4682,285.057,911.842
1.30E+13,319.005,262.557,760.379
1.30E+13,86.2603,410.369,357.554
1.30E+13,345.058,694.485,215.291
1.30E+13,152.5,768.399,670.162
1.30E+13,458.93,80.5731,712.193
1.30E+13,220.019,367.172,819.508
1.30E+13,284.703,601.789,640.554
1.30E+13,228.005,780.253,262.315
1.30E+13,226.205,739.37,58.1482
1.30E+13,377.896,6.9613,637.84
1.30E+13,394.218,974.98,585.367
1.30E+13,418.893,210.642,128.205
1.30E+13,374.285,251.281,525.908
1.30E+13,430.712,37.2893,695.888
1.30E+13,206.411,155.652,165.058
1.30E+13,328.091,909.367,109.719
1.30E+13,532.477,53.5165,394.645
1.30E+13,454.069,439.518,98.6833
1.30E+13,438.008,175.823,435.616
1.30E+13,203.466,626.475,231.872
1.30E+13,586.783,344.086,585.585
1.30E+13,466.912,890.718,402.056
1.30E+13,438.827,597.358,647.187
1.30E+13,258.213,995.827,951.469
1.30E+13,411.773,863.204,408.04
1.30E+13,839.649,69.359,144.626
1.30E+13,384.961,439.537,37.4732
1.30E+13,691.725,799.528,986.421
1.30E+13,679.039,278.668,227.068
1.30E+13,679.04,761.599,962.126
1.30E+13,623.267,880.451,708.072
1.30E+13,662.739,860.024,484.185
1.30E+13,774.393,720.833,230.959
1.30E+13,815.32,638.094,625.74
1.30E+13,823.892,861.132,571.303
1.30E+13,877.967,457.142,379.626
1.30E+13,995.592,203.962,865.919
1.30E+13,984.454,569.977,293.338
1.30E+13,984.019,638.448,471.996
1.30E+13,149.761,332.262,619.261
1.30E+13,127.633,734.397,399.271
1.30E+13,251.152,80.4141,164.658
1.30E+13,78.0279,453.388,260.04
1.30E+13,138.854,646.226,511.596
1.30E+13,158.626,297.317,887.587
1.30E+13,394.913,205.664,539.695
1.30E+13,211.978,886.165,994.37
1.30E+13,567.801,749.964,329.462
1.30E+13,578.861,824.182,137.616
1.30E+13,662.615,123.082,156.453
1.30E+13,300.809,445.894,719.329
1.30E+13,146.645,889.775,684.357
1.30E+13,433.131,238.067,53.9481
1.30E+13,766.163,183.41,552.973
1.30E+13,732.758,699.347,69.1015
1.30E+13,526.046,366.808,470.196
1.30E+13,527.769,448.639,617.21
1.30E+13,546.838,91.1538,294.09
1.30E+13,559.788,48.2459,501.748
1.30E+13,517.701,575.949,813.231
1.30E+13,875.485,456.065,642.711
1.30E+13,502.157,605.344,396.395
1.30E+13,541.018,929.163,527.773
1.30E+13,569.698,619.911,492.457
1.30E+13,680.184,127.448,60.0582
1.30E+13,643.881,911.922,495.888
1.30E+13,747.579,637.411,931.822
1.30E+13,808.156,749.797,588.078
1.30E+13,840.143,876.368,959.723
1.30E+13,958.611,834.963,729.039
1.30E+13,986.045,582.041,120.861
1.30E+13,137.722,274.571,649.637
1.30E+13,93.8918,24.7449,151.269
1.30E+13,20.5313,564.044,579.458
1.30E+13,87.79,447.642,727.02
1.30E+13,35.6427,612.627,337.83
1.30E+13,202.705,205.829,343.583
1.30E+13,272.311,307.697,928.579
1.30E+13,592.328,85.4001,551.936
1.30E+13,255.753,79.745,446.964
1.30E+13,530.373,507.079,263.589
1.30E+13,505.15,723.641,298.853
1.30E+13,372.2,673.715,132.041
1.30E+13,250.857,982.539,277.173
1.30E+13,163.333,366.267,17.6361
1.30E+13,606.184,448.307,287.628
1.30E+13,333.278,991.898,209.947
1.30E+13,374.103,890.885,554.408
1.30E+13,639.617,755.006,577.405
1.30E+13,517.354,437.886,251.976
1.30E+13,793.712,847.576,122.066
1.30E+13,504.697,208.747,208.373
1.30E+13,502.763,799.474,642.504
1.30E+13,422.636,994.232,124.508
1.30E+13,558.669,531.875,214.456
1.30E+13,533.974,528.174,768.053
1.30E+13,541.757,534.063,912.125
1.30E+13,803.792,956.564,468.156
1.30E+13,921.682,848.412,688.658
1.30E+13,762.947,363.034,111.799
1.30E+13,822.163,258.096,635.749
1.30E+13,842.612,371.454,633.56
1.30E+13,788.752,945.307,237.668
1.30E+13,821.992,43.8521,584.531
1.30E+13,875.701,458.249,450.559
1.30E+13,882.227,703.1,811.806
1.30E+13,916.939,26.9842,966.903
1.30E+13,847.867,858.306,855.696
1.30E+13,962.026,443.682,326.122
1.30E+13,986.516,718.807,973.644
1.30E+13,986.26,877.382,624.02
1.30E+13,867.043,319.379,445.662
1.30E+13,82.2711,165.839,516.497
1.30E+13,23.3991,302.908,313.938
1.30E+13,32.7071,142.253,214.966
1.30E+13,97.86,937.197,99.6669
1.30E+13,86.731,556.485,953.464
1.30E+13,133.817,309.102,147.109
1.30E+13,142.054,697.137,164.336
1.30E+13,186.425,855.343,503.317
1.30E+13,229.19,633.329,70.633
1.30E+13,41.9424,679.973,903.97
1.30E+13,57.0642,762.084,375.827
1.30E+13,378.016,80.6954,719.491
1.30E+13,265.763,624.144,315.876
1.30E+13,323.563,200.833,608.584
1.30E+13,286.401,917.265,995.171
1.30E+13,112.962,392.895,217.939
1.30E+13,233.594,913.799,323.557
1.30E+13,443.874,413.388,695.529
1.30E+13,257.951,58.0273,644.328
1.30E+13,439.131,876.577,288.561
1.30E+13,362.674,890.048,354.554
1.30E+13,455.669,127.877,132.755
1.30E+13,216.772,427.764,553.159
1.30E+13,474.132,455.384,689.664
1.30E+13,590.704,709.149,141.086
1.30E+13,304.384,257.418,902.015
1.30E+13,500.688,701.893,135.138
1.30E+13,539.505,665.576,404.392
1.30E+13,652.208,881.052,985.287
1.30E+13,710.508,13.5557,105.931
1.30E+13,686.836,833.03,333.072
1.30E+13,491.773,619.911,619.822
1.30E+13,628.157,980.834,178.207
1.30E+13,632.102,491.878,305.676
1.30E+13,738.829,19.479,474.507
1.30E+13,776.792,543.376,559.407
1.30E+13,776.711,525.728,653.313
1.30E+13,719.086,706.612,395.563
1.30E+13,888.855,620.606,619.395
1.30E+13,851.903,233.388,133.671
1.30E+13,876.61,667.129,379.311
1.30E+13,943.447,136.433,934.435
1.30E+13,822.575,995.011,826.682
1.30E+13,977.401,655.542,478.233
1.30E+13,84.9064,665.639,420.068
1.30E+13,56.2017,204.82,537.588
1.30E+13,482.988,224.087,930.656
1.30E+13,340.666,43.5924,660.585
1.30E+13,312.383,289.103,428.276
1.30E+13,267.493,513.26,745.771
1.30E+13,631.037,8.25807,552.812
1.30E+13,398.883,828.105,846.514
1.30E+13,694.92,810.653,944.091
1.30E+13,202.236,21.8164,582.094
1.30E+13,488.974,335.431,251.991
1.30E+13,451.062,65.9125,191.106
1.30E+13,511.542,388.029,753.82
1.30E+13,417.563,601.364,649.099
1.30E+13,563.858,225.862,732.44
1.30E+13,322.404,173.993,819.35
1.30E+13,536.322,443.332,785.683
1.30E+13,545.112,118.388,897.558
1.30E+13,611.331,390.347,85.5262
1.30E+13,626.31,587.676,29.2009
1.30E+13,519.055,886.383,362.526
1.30E+13,518.039,518.038,598.469
1.30E+13,603.513,787.831,118.97
1.30E+13,569.627,866.237,331.866
1.30E+13,988.731,504.817,594.321
1.30E+13,758.223,222.912,602.46
1.30E+13,845.675,259.977,439.596
1.30E+13,758.929,329.053,528.314
1.30E+13,721.492,952.047,853.702
1.30E+13,991.478,12.2312,48.8809
1.30E+13,856.655,590.616,279.263
1.30E+13,833.404,508.975,142.64
1.30E+13,991.163,906.06,378.597
1.30E+13,998.289,49.4434,436.994
1.30E+13,194.656,804.248,323.907
1.30E+13,0.97484,220.096,982.285
1.30E+13,94.3906,605.474,494.682
1.30E+13,56.7919,617.134,224.545
1.30E+13,58.5195,647.737,288.518
1.30E+13,102.328,228.085,600.386
1.30E+13,238.089,62.0043,342.258
1.30E+13,268.917,151.911,555.085
1.30E+13,209.919,758.121,573.137
1.30E+13,309.632,579.671,583.579
1.30E+13,507.144,924.307,480.988
1.30E+13,691.982,186.173,79.8244
1.30E+13,314.771,368.888,43.3605
1.30E+13,375.462,191.002,862.305
1.30E+13,100.965,658.844,641.172
1.30E+13,482.238,128.132,879.82
1.30E+13,493.723,651.927,887.073
1.30E+13,440.724,157.966,618.935
1.30E+13,472.275,777.404,545.212
1.30E+13,545.28,9.22508,953.401
1.30E+13,580.694,321.415,19.3977
1.30E+13,833.696,387.161,565.59
1.30E+13,697.215,270.145,52.9566
1.30E+13,533.906,673.52,115.997
1.30E+13,819.355,615.733,515.434
1.30E+13,536.943,723.968,59.7906
1.30E+13,885.955,667.41,679.306
1.30E+13,610.563,815.475,328.602
1.30E+13,616.295,889.41,725.721
1.30E+13,433.161,247.008,894.708
1.30E+13,641.805,235.324,196.522
1.30E+13,799.194,132.678,297.54
1.30E+13,876.359,228.454,248.193
1.30E+13,832.433,795.041,693.75
1.30E+13,836.395,400.942,594.52
1.30E+13,691.545,939.468,444.257
1.30E+13,933.238,870.653,62.2813
1.30E+13,986.183,909.837,475.815
1.30E+13,917.279,672.529,769.334
1.30E+13,983.514,840.735,159.646
1.30E+13,957.197,897.337,877.005
1.30E+13,7.41173,102.057,230.031
1.30E+13,34.3929,285.465,217.216
1.30E+13,37.0839,788.863,963.492
1.30E+13,47.9547,857,34.061
1.30E+13,421.774,151.911,987.235
1.30E+13,171.258,353.319,289.522
1.30E+13,151.89,899.027,446.596
1.30E+13,126.07,730.551,602.416
1.30E+13,171.081,874.58,561.665
1.30E+13,285.243,256.913,534.686
1.30E+13,287.067,661.347,515.343
1.30E+13,215.72,724.024,966.982
1.30E+13,21.0394,972.562,974.183
1.30E+13,125.83,618.722,38.3919
1.30E+13,697.119,841.229,169.741
1.30E+13,417.019,291.62,695.35
1.30E+13,439.66,478.768,140.246
1.30E+13,483.588,456.637,951.186
1.30E+13,494.199,347.111,526.377
1.30E+13,732.147,387.099,872.298
1.30E+13,298.06,794.205,287.917
1.30E+13,560.016,897.608,205.324
1.30E+13,666.984,3.13595,728.801
1.30E+13,342.488,927.733,310.141
1.30E+13,692.336,120.1,3.43956
1.30E+13,681.046,999.882,885.265
1.30E+13,624.14,750.34,220.123
1.30E+13,689.124,781.644,831.333
1.30E+13,766.078,254.105,511.315
1.30E+13,763.483,476.654,966.172
1.30E+13,838.453,581.152,351.631
1.30E+13,929.3,10.7299,465.566
1.30E+13,993.691,2.69964,443.106
1.30E+13,971.562,641.335,597.694
1.30E+13,933.414,691.135,297.613
1.30E+13,920.225,730.465,680.059
1.30E+13,997.253,281.957,384.152
1.30E+13,28.1935,752.206,525.78
1.30E+13,146.4,639.696,847.382
1.30E+13,254.478,8.61266,95.3958
1.30E+13,261.038,554.319,304.041
1.30E+13,48.5381,590.069,951.834
1.30E+13,13.5239,301.132,640.691
1.30E+13,132.413,146.466,185.145
1.30E+13,61.8721,412.738,661.132
1.30E+13,7.3564,657.928,334.623
1.30E+13,97.005,973.907,516.558
1.30E+13,112.145,308.969,929.833
1.30E+13,210.866,391.25,567.057
1.30E+13,405.676,869.418,402.794
1.30E+13,355.315,9.92217,96.4343
1.30E+13,654.55,176.899,395.135
1.30E+13,376.996,426.068,326.617
1.30E+13,177.98,379.574,729.072
1.30E+13,486.497,174.667,689.377
1.30E+13,318.893,477.078,304.598
1.30E+13,830.986,379.322,513.372
1.30E+13,899.373,615.581,266.529
1.30E+13,590.663,630.221,361.023
1.30E+13,569.591,912.828,290.739
1.30E+13,597.204,964.185,633.722
1.30E+13,594.001,908.579,767.827
1.30E+13,636.277,97.4698,779.142
1.30E+13,736.388,195.282,84.0544
1.30E+13,605.713,469.301,702.396
1.30E+13,764.013,76.0869,620.148
1.30E+13,787.417,351.878,308.793
1.30E+13,829.672,13.4795,232.102
1.30E+13,726.18,770.128,204.574
1.30E+13,723.731,389.267,810.403
1.30E+13,791.123,892.658,235.385
1.30E+13,855.222,864.12,199.208
1.30E+13,970.828,0.9276,303.106
1.30E+13,924.585,100.401,369.078
1.30E+13,932.609,730.76,798.771
1.30E+13,779.05,942.512,356.53
1.30E+13,65.1595,482.711,857.108
1.30E+13,46.3066,408.3,961.616
1.30E+13,45.9786,278.364,478.78
1.30E+13,372.506,805.669,479.404
1.30E+13,347.412,867.276,512.746
1.30E+13,145.111,307.289,231.126
1.30E+13,402.736,199.438,660.428
1.30E+13,152.383,359.31,354.926
1.30E+13,228.515,196.517,693.042
1.30E+13,233.167,765.441,0.41598
1.30E+13,327.616,917.378,269.39
1.30E+13,301.169,275.549,553.431
1.30E+13,165.399,613.38,713.887
1.30E+13,384.193,659.052,94.3806
1.30E+13,418.807,468.144,760.281
1.30E+13,714.413,80.66,82.0612
1.30E+13,419.622,319.508,265.753
1.30E+13,444.76,353.015,257.416
1.30E+13,428.779,288.959,35.0037
1.30E+13,577.926,243.977,301.971
1.30E+13,406.334,426.605,304.084
1.30E+13,762.029,735.96,552.161
1.30E+13,463.254,902.728,882.444
1.30E+13,567.788,180.807,804.946
1.30E+13,534.621,163.343,69.5058
1.30E+13,565.51,855.488,508.699
1.30E+13,620.485,208.432,85.6732
1.30E+13,573.514,671.502,230.101
1.30E+13,653.978,396.94,701.326
1.30E+13,508.662,807.804,567.009
1.30E+13,686.323,790.92,65.0088
1.30E+13,946.116,442.471,603.446
1.30E+13,789.95,145.027,835.135
1.30E+13,601.154,685.49,900.561
1.30E+13,910.135,674.99,217.274
1.30E+13,647.79,759.731,739.069
1.30E+13,820.602,229.378,353.985
1.30E+13,752.799,999.755,689.979
1.30E+13,696.939,332.278,279.198
1.30E+13,822.687,890.806,272.117
1.30E+13,944.166,479.535,671.793
1.30E+13,842.849,874.763,520.041
1.30E+13,866.772,691.465,413.599
1.30E+13,962,666.47,426.106
1.30E+13,866.003,63.7502,490.211
1.30E+13,295.515,127.349,205.591
1.30E+13,88.9666,150.659,677.657
1.30E+13,58.112,308.816,696.635
1.30E+13,326.915,104.014,857.682
1.30E+13,167.711,11.3737,324.912
1.30E+13,20.7706,277.266,948.963
1.30E+13,120.207,338.328,187.633
1.30E+13,108.897,925.504,721.676
1.30E+13,509.872,56.8702,901.912
1.30E+13,320.145,265.014,517.112
1.30E+13,308.815,281.973,957.283
1.30E+13,322.619,534.545,243.177
1.30E+13,124.792,604.436,499.257
1.30E+13,315.746,710.767,266.05
1.30E+13,303.947,751.411,682.548
1.30E+13,396.25,637.263,575.833
1.30E+13,331.057,619.595,342.682
1.30E+13,340.523,893.463,548.454
1.30E+13,460.393,246.352,115.374
1.30E+13,477.136,766.175,484.754
1.30E+13,487.324,472.951,634.25
1.30E+13,422.048,499.172,870.089
1.30E+13,516.554,563.637,513.799
1.30E+13,460.639,716.252,39.2235
1.30E+13,530.453,637.434,602.744
1.30E+13,598.836,134.639,451.882
1.30E+13,899.523,393.235,513.046
1.30E+13,523.682,153.817,901.189
1.30E+13,376.133,564.445,727.396
1.30E+13,523.432,639.269,593.478
1.30E+13,673.811,461.487,160.384
1.30E+13,624.19,243.954,622.907
1.30E+13,925.734,191.419,284.339
1.30E+13,924.45,142.913,604.669
1.30E+13,930.181,187.505,960.573
1.30E+13,670.458,398.842,414.416
1.30E+13,932.749,360.467,817.093
1.30E+13,603.507,866.115,69.4785
1.30E+13,650.259,414.026,931.665
1.30E+13,681.13,918.006,672.02
1.30E+13,887.877,123.572,463.206
1.30E+13,756.007,918.625,325.941
1.30E+13,917.118,254.835,7.71704
1.30E+13,967.846,243.794,604.043
1.30E+13,937.355,802.125,694.384
1.30E+13,950.213,672.172,90.1647
1.30E+13,913.102,727.965,855.666
1.30E+13,16.9845,149.536,720.724
1.30E+13,81.9889,405.825,452.221
1.30E+13,26.9227,261.476,551.557
1.30E+13,124.425,161.203,728.366
1.30E+13,71.9723,973.173,492.867
1.30E+13,30.2484,798.311,417.937
1.30E+13,396.078,886.094,396.847
1.30E+13,144.879,257.023,596.571
1.30E+13,462.58,11.9617,514.872
1.30E+13,149.876,596.56,24.6076
1.30E+13,129.503,825.584,634.885
1.30E+13,248.534,2.00747,777.591
1.30E+13,263.983,432.248,205.156
1.30E+13,598.134,386.442,665.249
1.30E+13,32.4085,660.647,155.59
1.30E+13,275.824,270.535,157.36
1.30E+13,262.41,648.42,357.83
1.30E+13,393.648,291.904,125.356
1.30E+13,519.712,917.789,73.0205
1.30E+13,636.39,182.48,111.828
1.30E+13,364.074,280.755,522.827
1.30E+13,373.512,118.831,126.565
1.30E+13,344.898,167.919,160.616
1.30E+13,380.398,90.298,439.599
1.30E+13,667.206,497.685,15.3417
1.30E+13,303.984,139.33,478.258
1.30E+13,605.085,434.708,271.685
1.30E+13,498.873,156.076,281.627
1.30E+13,672.527,906.399,197.685
1.30E+13,344.679,844.3,208.345
1.30E+13,227.539,880.359,739.754
1.30E+13,401.127,736.796,557.668
1.30E+13,504.904,828.869,738.723
1.30E+13,861.713,458.898,589.031
1.30E+13,897.293,768.086,369.005
1.30E+13,904.352,288.021,898.341
1.30E+13,940.905,279.288,881.302
1.30E+13,944.02,419.881,510.284
1.30E+13,602.18,842.83,618.311
1.30E+13,766.297,672.334,43.198
1.30E+13,619.085,776.443,153.432
1.30E+13,771.935,319.573,342.541
1.30E+13,838.62,374.955,203.118
1.30E+13,838.357,303.935,636.797
1.30E+13,794.107,941.901,938.546
1.30E+13,874.915,496.623,173.377
1.30E+13,883.998,991.53,882.748
1.30E+13,818.484,725.407,49.4893
1.30E+13,968.816,939.182,76.7761
1.30E+13,780.732,867.552,583.758
1.30E+13,822.792,662.253,964.973
1.30E+13,92.5024,687.151,585.005
1.30E+13,60.33,379.97,169.671
1.30E+13,295.128,882.39,122.481
1.30E+13,30.3802,152.544,212.643
1.30E+13,84.5014,171.943,289.08
1.30E+13,396.943,153.463,538.039
1.30E+13,59.2932,876.424,841.795
1.30E+13,50.3286,796.323,632.896
1.30E+13,55.2972,715.667,877.47
1.30E+13,60.5504,679.734,988.844
1.30E+13,196.076,456.454,269.695
1.30E+13,151.008,408.233,105.427
1.30E+13,161.497,902.472,739.978
1.30E+13,185.093,948.197,335.384
1.30E+13,335.724,236.246,340.187
1.30E+13,381.28,149.662,778.891
1.30E+13,488.424,132.079,182.747
1.30E+13,353.013,658.065,644.155
1.30E+13,448.006,236.095,360.599
1.30E+13,494.087,156.266,987.898
1.30E+13,336.2,826.286,352.964
1.30E+13,482.998,727.505,754.948
1.30E+13,404.356,371.394,473.314
1.30E+13,567.541,275.153,233.538
1.30E+13,889.302,295.927,3.57511
1.30E+13,573.105,793.948,771.541
1.30E+13,887.099,828.004,649.242
1.30E+13,407.136,109.22,836.664
1.30E+13,409.682,268.833,445.024
1.30E+13,964.157,810.941,443.817
1.30E+13,596.922,217.899,372.362
1.30E+13,708.232,957.085,633.855
1.30E+13,715.622,804.382,337.531
1.30E+13,858.443,355.59,208.679
1.30E+13,746.37,943.92,248.829
1.30E+13,676.475,276.31,222.872
1.30E+13,651.868,738.582,15.8117
1.30E+13,913.69,396.026,906.53
1.30E+13,949.602,395.087,651.545
1.30E+13,921.693,876.881,62.3472
1.30E+13,935.296,431.205,514.16
1.30E+13,146.587,611.586,129.087
1.30E+13,221.932,296.59,561.241
